Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Cluster_Scenario1,Cluster_Scenario2
MNL-TUG,MNL,TUG,2023.7837837837837,6.594594594594595,9541.04091891892,81.54513513513514,7366.221351351352,3829.864864864865,7366.195945945946,5254.0,77.10810810810811,0.1691,0.1667,0.5725,0.1568,1.9890999999999999,1.6703,0.1717,0.0064,4565.0,1216.0,7348669.0,1113791.0,1351.0,46.0,1.0,1,2
MNL-USU,MNL,USU,2023.7837837837837,6.594594594594595,1718.2235675675674,49.950540540540544,4991.548918918919,3829.864864864865,4928.383513513513,5254.0,158.67567567567568,0.1691,0.0053,0.5725,0.0456,1.9890999999999999,1.9756999999999998,0.1717,0.0016,4565.0,1095.0,7348669.0,2810208.0,1351.0,51.0,1.0,1,2
MNL-VRC,MNL,VRC,2023.7837837837837,6.594594594594595,4552.963297297297,97.29729729729729,9729.72972972973,3829.864864864865,9729.72972972973,5254.0,28.783783783783782,0.1691,0.0996,0.5725,0.0298,1.9890999999999999,1.9966000000000002,0.1717,0.0008999999999999999,4565.0,1909.0,7348669.0,4631579.0,1351.0,93.0,0.972972972972973,1,2
MNL-WNP,MNL,WNP,2023.7837837837837,6.594594594594595,3014.8002162162165,97.29729729729729,9729.72972972973,3829.864864864865,9729.72972972973,5254.0,49.270270270270274,0.1691,1.1518,0.5725,0.0089,1.9890999999999999,1.9089999999999998,0.1717,0.0013,4565.0,1909.0,7348669.0,4631579.0,1351.0,93.0,0.972972972972973,1,2
MNL-ZAM,MNL,ZAM,2023.7837837837837,6.594594594594595,218.40924324324322,5.158108108108108,9111.243243243243,3829.864864864865,6137.459459459459,5254.0,61.54054054054054,0.1691,0.0394,0.5725,0.0863,1.9890999999999999,1.405,0.1717,0.2669,4565.0,1263.0,7348669.0,1953463.0,1351.0,64.0,0.24324324324324326,1,2
MPH-CEB,MPH,CEB,2023.7837837837837,6.594594594594595,9034.514756756756,70.46324324324324,5101.608378378379,3396.845135135135,3082.4816216216213,812.5675675675676,2071.5405405405404,0.0902,0.0056,1.3168,0.5096,1.9746,1.891,0.0014,0.0813,2618.0,2606.0,5909568.0,7517450.0,147.0,386.0,1.0,0,1
MPH-CRK,MPH,CRK,2023.7837837837837,6.594594594594595,6700.95972972973,82.28648648648648,8010.506486486486,3396.845135135135,7781.164594594594,812.5675675675676,176.67567567567568,0.0902,0.0065,1.3168,0.1865,1.9746,1.2661,0.0014,0.1108,2618.0,3779.0,5909568.0,5691259.0,147.0,243.0,0.8378378378378378,1,1
MPH-DVO,MPH,DVO,2023.7837837837837,6.594594594594595,970.5228648648648,32.432432432432435,3243.2432432432433,3396.845135135135,5105.256756756757,812.5675675675676,783.7297297297297,0.0902,0.6037,1.3168,0.4554,1.9746,1.7601,0.0014,0.1592,2618.0,1837.0,5909568.0,4116016.0,147.0,205.0,0.32432432432432434,0,1
MPH-ENI,MPH,ENI,2023.7837837837837,6.594594594594595,102.17059459459459,8.108108108108109,810.8108108108108,3396.845135135135,2428.8813513513514,812.5675675675676,23.594594594594593,0.0902,0.014099999999999998,1.3168,0.2391,1.9746,1.9942,0.0014,0.0021,2618.0,1095.0,5909568.0,2810208.0,147.0,51.0,0.08108108108108109,0,1
MPH-ILO,MPH,ILO,2023.7837837837837,6.594594594594595,17.353297297297296,10.81081081081081,1081.081081081081,3396.845135135135,3840.8597297297297,812.5675675675676,617.081081081081,0.0902,2.0,1.3168,0.001,1.9746,1.9148999999999998,0.0014,0.0007,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.10810810810810811,0,1
MPH-KLO,MPH,KLO,2023.7837837837837,6.594594594594595,0.0,0.0,270.27027027027026,3396.845135135135,7125.63918918919,812.5675675675676,103.64864864864865,0.0902,0.0773,1.3168,0.1044,1.9746,1.8404000000000003,0.0014,0.0029,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.0,0,1
MPH-MNL,MPH,MNL,2023.7837837837837,6.594594594594595,36544.10643243243,38.9772972972973,3326.988108108108,3396.845135135135,3733.60027027027,812.5675675675676,5801.648648648648,0.0902,0.1691,1.3168,0.5725,1.9746,1.9890999999999999,0.0014,0.1717,2618.0,4565.0,5909568.0,7348669.0,147.0,1351.0,1.0,2,0
OZC-CEB,OZC,CEB,2023.7837837837837,6.594594594594595,2078.316162162162,84.62675675675676,7560.999459459459,4050.536486486487,3082.4816216216213,110.54054054054055,2071.5405405405404,0.0094,0.0056,0.069,0.5096,1.9415,1.891,0.007799999999999999,0.0813,1573.0,2606.0,2941319.0,7517450.0,135.0,386.0,1.0,0,1
OZC-MNL,OZC,MNL,2023.7837837837837,6.594594594594595,6837.912972972973,60.55540540540541,5173.171081081081,4050.536486486487,3733.60027027027,110.54054054054055,5801.648648648648,0.0094,0.1691,0.069,0.5725,1.9415,1.9890999999999999,0.007799999999999999,0.1717,1573.0,4565.0,2941319.0,7348669.0,135.0,1351.0,0.972972972972973,2,0
PAG-CEB,PAG,CEB,2023.7837837837837,6.594594594594595,2008.7494054054055,97.29729729729729,9704.005405405405,6725.126486486486,3082.4816216216213,85.86486486486487,2071.5405405405404,0.1565,0.0056,0.0837,0.5096,1.9398999999999997,1.891,0.0091,0.0813,1263.0,2606.0,1953463.0,7517450.0,64.0,386.0,0.972972972972973,0,1
PAG-MNL,PAG,MNL,2023.7837837837837,6.594594594594595,8395.567459459458,97.29729729729729,9729.72972972973,6725.126486486486,3733.60027027027,85.86486486486487,5801.648648648648,0.1565,0.1691,0.0837,0.5725,1.9398999999999997,1.9890999999999999,0.0091,0.1717,1263.0,4565.0,1953463.0,7348669.0,64.0,1351.0,0.972972972972973,2,0
PPS-CEB,PPS,CEB,2023.7837837837837,6.594594594594595,4736.095891891892,64.98756756756757,7678.165945945946,4182.722702702702,3082.4816216216213,399.4864864864865,2071.5405405405404,0.0354,0.0056,0.2292,0.5096,1.3649,1.891,0.1602,0.0813,1095.0,2606.0,2810208.0,7517450.0,51.0,386.0,0.8648648648648649,0,1
PPS-CRK,PPS,CRK,2023.7837837837837,6.594594594594595,932.068864864865,43.24324324324324,4123.2102702702705,4182.722702702702,7781.164594594594,399.4864864864865,176.67567567567568,0.0354,0.0065,0.2292,0.1865,1.3649,1.2661,0.1602,0.1108,1095.0,3779.0,2810208.0,5691259.0,51.0,243.0,0.43243243243243246,0,1
PPS-DVO,PPS,DVO,2023.7837837837837,6.594594594594595,1132.8886486486485,35.13513513513514,3513.5135135135133,4182.722702702702,5105.256756756757,399.4864864864865,783.7297297297297,0.0354,0.6037,0.2292,0.4554,1.3649,1.7601,0.1602,0.1592,1095.0,1837.0,2810208.0,4116016.0,51.0,205.0,0.35135135135135137,0,1
PPS-ENI,PPS,ENI,2023.7837837837837,6.594594594594595,8.788540540540541,8.108108108108109,810.8108108108108,4182.722702702702,2428.8813513513514,399.4864864864865,23.594594594594593,0.0354,0.014099999999999998,0.2292,0.2391,1.3649,1.9942,0.1602,0.0021,1095.0,1095.0,2810208.0,2810208.0,51.0,51.0,0.08108108108108109,0,1
PPS-ILO,PPS,ILO,2023.7837837837837,6.594594594594595,1941.537945945946,75.67567567567568,7567.5675675675675,4182.722702702702,3840.8597297297297,399.4864864864865,617.081081081081,0.0354,2.0,0.2292,0.001,1.3649,1.9148999999999998,0.1602,0.0007,1095.0,2618.0,2810208.0,5909568.0,51.0,147.0,0.7567567567567568,0,1
PPS-MNL,PPS,MNL,2023.7837837837837,6.594594594594595,26071.322162162163,47.05162162162162,3877.8221621621624,4182.722702702702,3733.60027027027,399.4864864864865,5801.648648648648,0.0354,0.1691,0.2292,0.5725,1.3649,1.9890999999999999,0.1602,0.1717,1095.0,4565.0,2810208.0,7348669.0,51.0,1351.0,1.0,2,0
RXS-MNL,RXS,MNL,2023.7837837837837,6.594594594594595,7644.605027027027,53.48027027027027,4153.231891891893,4153.255405405405,3733.60027027027,87.1891891891892,5801.648648648648,0.0162,0.1691,0.1767,0.5725,1.9047,1.9890999999999999,0.0026,0.1717,2618.0,4565.0,5909568.0,7348669.0,147.0,1351.0,0.972972972972973,2,0
SJI-CRK,SJI,CRK,2023.7837837837837,6.594594594594595,1.6423783783783783,2.7027027027027026,270.27027027027026,2152.903513513513,7781.164594594594,3.27027027027027,176.67567567567568,0.22500000000000003,0.0065,0.0171,0.1865,1.9857,1.2661,0.0183,0.1108,1095.0,3779.0,2810208.0,5691259.0,51.0,243.0,0.02702702702702703,0,1
SJI-MNL,SJI,MNL,2023.7837837837837,6.594594594594595,509.4338918918919,18.91891891891892,1891.8918918918919,2152.903513513513,3733.60027027027,3.27027027027027,5801.648648648648,0.22500000000000003,0.1691,0.0171,0.5725,1.9857,1.9890999999999999,0.0183,0.1717,1095.0,4565.0,2810208.0,7348669.0,51.0,1351.0,0.1891891891891892,2,0
SUG-BXU,SUG,BXU,2023.7837837837837,6.594594594594595,0.0,0.0,540.5405405405405,8681.744864864864,5054.772432432433,17.216216216216218,212.0810810810811,0.028199999999999996,0.018,0.0533,0.0452,1.8999000000000001,1.8643,0.0128,0.2916,920.0,920.0,1728856.0,1728856.0,47.0,47.0,0.0,0,1
SUG-CEB,SUG,CEB,2023.7837837837837,6.594594594594595,1036.0605405405404,88.81270270270271,8847.422702702703,8681.744864864864,3082.4816216216213,17.216216216216218,2071.5405405405404,0.028199999999999996,0.0056,0.0533,0.5096,1.8999000000000001,1.891,0.0128,0.0813,920.0,2606.0,1728856.0,7517450.0,47.0,386.0,0.8918918918918919,0,1
SUG-TAG,SUG,TAG,2023.7837837837837,6.594594594594595,0.0,0.0,270.27027027027026,8681.744864864864,3962.4800000000005,17.216216216216218,296.6756756756757,0.028199999999999996,0.0022,0.0533,0.746,1.8999000000000001,1.9782,0.0128,0.0036999999999999997,920.0,2606.0,1728856.0,7517450.0,47.0,386.0,0.0,0,1
SWL-CEB,SWL,CEB,2023.7837837837837,6.594594594594595,260.1301621621622,32.432432432432435,3243.2432432432433,3243.2432432432433,3082.4816216216213,4.243243243243243,2071.5405405405404,0.0,0.0056,0.0325,0.5096,1.9922999999999997,1.891,0.0008999999999999999,0.0813,1095.0,2606.0,2810208.0,7517450.0,51.0,386.0,0.32432432432432434,0,1
TAC-CEB,TAC,CEB,2023.7837837837837,6.594594594594595,2286.598054054054,58.16594594594594,5292.3378378378375,3329.6567567567567,3082.4816216216213,440.56756756756755,2071.5405405405404,0.0177,0.0056,0.1266,0.5096,1.7168,1.891,0.1699,0.0813,1528.0,2606.0,1695713.0,7517450.0,103.0,386.0,1.0,0,1
TAC-DVO,TAC,DVO,2023.7837837837837,6.594594594594595,535.2175135135135,32.432432432432435,3243.2432432432433,3329.6567567567567,5105.256756756757,440.56756756756755,783.7297297297297,0.0177,0.6037,0.1266,0.4554,1.7168,1.7601,0.1699,0.1592,1528.0,1837.0,1695713.0,4116016.0,103.0,205.0,0.32432432432432434,0,1
TAC-ILO,TAC,ILO,2023.7837837837837,6.594594594594595,646.148918918919,32.432432432432435,3243.2432432432433,3329.6567567567567,3840.8597297297297,440.56756756756755,617.081081081081,0.0177,2.0,0.1266,0.001,1.7168,1.9148999999999998,0.1699,0.0007,1528.0,2618.0,1695713.0,5909568.0,103.0,147.0,0.32432432432432434,0,1
TAC-MNL,TAC,MNL,2023.7837837837837,6.594594594594595,23975.356702702702,40.14594594594595,3636.6221621621617,3329.6567567567567,3733.60027027027,440.56756756756755,5801.648648648648,0.0177,0.1691,0.1266,0.5725,1.7168,1.9890999999999999,0.1699,0.1717,1528.0,4565.0,1695713.0,7348669.0,103.0,1351.0,0.972972972972973,2,0
TAG-CEB,TAG,CEB,2023.7837837837837,6.594594594594595,1.728,2.7027027027027026,540.5405405405405,3973.769189189189,3082.4816216216213,343.4864864864865,2071.5405405405404,0.0022,0.0056,0.746,0.5096,1.9782,1.891,0.0036999999999999997,0.0813,2606.0,2606.0,7517450.0,7517450.0,386.0,386.0,0.02702702702702703,0,1
TAG-CRK,TAG,CRK,2023.7837837837837,6.594594594594595,222.48778378378375,18.91891891891892,1891.8918918918919,3973.769189189189,7781.164594594594,343.4864864864865,176.67567567567568,0.0022,0.0065,0.746,0.1865,1.9782,1.2661,0.0036999999999999997,0.1108,2606.0,3779.0,7517450.0,5691259.0,386.0,243.0,0.1891891891891892,0,1
TAG-DRP,TAG,DRP,2023.7837837837837,6.594594594594595,8.631405405405404,5.405405405405405,540.5405405405405,3973.769189189189,4778.798918918919,343.4864864864865,170.16216216216216,0.0022,2.0,0.746,0.0165,1.9782,1.3268,0.0036999999999999997,0.0008,2606.0,1909.0,7517450.0,4631579.0,386.0,93.0,0.05405405405405406,0,1
TAG-DVO,TAG,DVO,2023.7837837837837,6.594594594594595,1778.1037297297298,38.10945945945946,8078.638918918919,3973.769189189189,5105.256756756757,343.4864864864865,783.7297297297297,0.0022,0.6037,0.746,0.4554,1.9782,1.7601,0.0036999999999999997,0.1592,2606.0,1837.0,7517450.0,4116016.0,386.0,205.0,0.5405405405405406,0,1
TAG-ENI,TAG,ENI,2023.7837837837837,6.594594594594595,42.46913513513513,8.108108108108109,810.8108108108108,3973.769189189189,2428.8813513513514,343.4864864864865,23.594594594594593,0.0022,0.014099999999999998,0.746,0.2391,1.9782,1.9942,0.0036999999999999997,0.0021,2606.0,1095.0,7517450.0,2810208.0,386.0,51.0,0.08108108108108109,0,1
TAG-ILO,TAG,ILO,2023.7837837837837,6.594594594594595,810.6834594594595,29.72972972972973,2972.972972972973,3973.769189189189,3840.8597297297297,343.4864864864865,617.081081081081,0.0022,2.0,0.746,0.001,1.9782,1.9148999999999998,0.0036999999999999997,0.0007,2606.0,2618.0,7517450.0,5909568.0,386.0,147.0,0.2972972972972973,0,1
TAG-MNL,TAG,MNL,2023.7837837837837,6.594594594594595,26808.28335135135,52.29648648648649,3943.29027027027,3973.769189189189,3733.60027027027,343.4864864864865,5801.648648648648,0.0022,0.1691,0.746,0.5725,1.9782,1.9890999999999999,0.0036999999999999997,0.1717,2606.0,4565.0,7517450.0,7348669.0,386.0,1351.0,1.0,2,0
TBH-MNL,TBH,MNL,2023.7837837837837,6.594594594594595,0.0,0.0,810.8108108108108,810.8108108108108,3733.60027027027,0.24324324324324326,5801.648648648648,0.0,0.1691,0.0035999999999999995,0.5725,1.9984,1.9890999999999999,0.0002,0.1717,1095.0,4565.0,2810208.0,7348669.0,51.0,1351.0,0.0,2,0
TBH-MPH,TBH,MPH,2023.7837837837837,6.594594594594595,0.0,0.0,810.8108108108108,810.8108108108108,4068.8778378378383,0.24324324324324326,642.2162162162163,0.0,0.0902,0.0035999999999999995,1.3168,1.9984,1.9746,0.0002,0.0014,1095.0,2618.0,2810208.0,5909568.0,51.0,147.0,0.0,0,1
TUG-MNL,TUG,MNL,2023.7837837837837,6.594594594594595,14021.847675675675,86.25621621621622,7914.820000000001,7914.783513513513,3733.60027027027,104.5945945945946,5801.648648648648,0.1667,0.1691,0.1568,0.5725,1.6703,1.9890999999999999,0.0064,0.1717,1216.0,4565.0,1113791.0,7348669.0,46.0,1351.0,0.972972972972973,2,0
TWT-CBO,TWT,CBO,2023.7837837837837,6.594594594594595,0.0,0.0,8918.918918918918,6651.43054054054,9189.18918918919,31.16216216216216,43.21621621621622,0.007,0.165,0.0,0.0388,1.9938,1.9501,0.0007,0.0101,940.0,940.0,1878952.0,1878952.0,6.0,6.0,0.0,0,1
TWT-ZAM,TWT,ZAM,2023.7837837837837,6.594594594594595,2184.3136216216217,41.579459459459464,6755.2735135135135,6651.43054054054,6137.459459459459,31.16216216216216,61.54054054054054,0.007,0.0394,0.0,0.0863,1.9938,1.405,0.0007,0.2669,940.0,1263.0,1878952.0,1953463.0,6.0,64.0,0.7027027027027027,0,1
USU-CEB,USU,CEB,2023.7837837837837,6.594594594594595,2774.5725405405406,50.475405405405404,5135.897297297298,5262.391351351352,3082.4816216216213,232.59459459459458,2071.5405405405404,0.0053,0.0056,0.0456,0.5096,1.9756999999999998,1.891,0.0016,0.0813,1095.0,2606.0,2810208.0,7517450.0,51.0,386.0,1.0,0,1
USU-CRK,USU,CRK,2023.7837837837837,6.594594594594595,351.52540540540537,11.192162162162163,7446.159729729729,5262.391351351352,7781.164594594594,232.59459459459458,176.67567567567568,0.0053,0.0065,0.0456,0.1865,1.9756999999999998,1.2661,0.0016,0.1108,1095.0,3779.0,2810208.0,5691259.0,51.0,243.0,0.21621621621621623,0,1
USU-ENI,USU,ENI,2023.7837837837837,6.594594594594595,104.6361081081081,8.108108108108109,810.8108108108108,5262.391351351352,2428.8813513513514,232.59459459459458,23.594594594594593,0.0053,0.014099999999999998,0.0456,0.2391,1.9756999999999998,1.9942,0.0016,0.0021,1095.0,1095.0,2810208.0,2810208.0,51.0,51.0,0.08108108108108109,0,1
USU-MNL,USU,MNL,2023.7837837837837,6.594594594594595,5427.021405405405,74.75837837837838,6298.013243243243,5262.391351351352,3733.60027027027,232.59459459459458,5801.648648648648,0.0053,0.1691,0.0456,0.5725,1.9756999999999998,1.9890999999999999,0.0016,0.1717,1095.0,4565.0,2810208.0,7348669.0,51.0,1351.0,0.972972972972973,2,0
VRC-MNL,VRC,MNL,2023.7837837837837,6.594594594594595,587.2623243243243,35.13513513513514,3513.5135135135133,3513.5135135135133,3733.60027027027,3.72972972972973,5801.648648648648,0.0996,0.1691,0.0298,0.5725,1.9966000000000002,1.9890999999999999,0.0008999999999999999,0.1717,1909.0,4565.0,4631579.0,7348669.0,93.0,1351.0,0.35135135135135137,2,0
WNP-MNL,WNP,MNL,2023.7837837837837,6.594594594594595,3018.275351351351,97.29729729729729,9729.72972972973,9729.72972972973,3733.60027027027,49.32432432432432,5801.648648648648,1.1518,0.1691,0.0089,0.5725,1.9089999999999998,1.9890999999999999,0.0013,0.1717,1909.0,4565.0,4631579.0,7348669.0,93.0,1351.0,0.972972972972973,2,0
ZAM-CEB,ZAM,CEB,2023.7837837837837,6.594594594594595,3559.071027027027,59.102162162162166,7254.151351351351,5726.256756756757,3082.4816216216213,259.0,2071.5405405405404,0.0394,0.0056,0.0863,0.5096,1.405,1.891,0.2669,0.0813,1263.0,2606.0,1953463.0,7517450.0,64.0,386.0,0.8108108108108109,0,1
ZAM-DVO,ZAM,DVO,2023.7837837837837,6.594594594594595,871.5684324324324,40.54054054054054,4054.054054054054,5726.256756756757,5105.256756756757,259.0,783.7297297297297,0.0394,0.6037,0.0863,0.4554,1.405,1.7601,0.2669,0.1592,1263.0,1837.0,1953463.0,4116016.0,64.0,205.0,0.40540540540540543,0,1
ZAM-GES,ZAM,GES,2023.7837837837837,6.594594594594595,4.348378378378378,2.7027027027027026,270.27027027027026,5726.256756756757,5577.708648648649,259.0,197.56756756756758,0.0394,0.0677,0.0863,0.0731,1.405,1.8291999999999997,0.2669,0.1054,1263.0,1625.0,1953463.0,1705910.0,64.0,82.0,0.02702702702702703,0,1
ZAM-ILO,ZAM,ILO,2023.7837837837837,6.594594594594595,740.9656216216216,35.13513513513514,3513.5135135135133,5726.256756756757,3840.8597297297297,259.0,617.081081081081,0.0394,2.0,0.0863,0.001,1.405,1.9148999999999998,0.2669,0.0007,1263.0,2618.0,1953463.0,5909568.0,64.0,147.0,0.35135135135135137,0,1
ZAM-MNL,ZAM,MNL,2023.7837837837837,6.594594594594595,18592.19751351351,65.80243243243244,5623.146756756757,5726.256756756757,3733.60027027027,259.0,5801.648648648648,0.0394,0.1691,0.0863,0.5725,1.405,1.9890999999999999,0.2669,0.1717,1263.0,4565.0,1953463.0,7348669.0,64.0,1351.0,1.0,2,0
ZAM-TWT,ZAM,TWT,2023.7837837837837,6.594594594594595,3601.874918918919,57.07000000000001,6637.11027027027,5726.256756756757,6409.242432432433,259.0,40.351351351351354,0.0394,0.007,0.0863,0.0,1.405,1.9938,0.2669,0.0007,1263.0,940.0,1953463.0,1878952.0,64.0,6.0,0.8378378378378378,0,1
