DATE,FROM,TO,AIRCRAFT,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
3/28/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4101),5J919,Cebu Pacific,186,151.404,3
3/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3274),5J919,Cebu Pacific,186,151.404,3
3/26/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,151.404,3
3/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3279),5J919,Cebu Pacific,186,151.404,3
3/24/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3279),5J919,Cebu Pacific,186,151.404,3
3/23/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,151.404,3
3/22/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3277),5J919,Cebu Pacific,186,151.404,3
3/21/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,151.404,3
3/19/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3281),5J919,Cebu Pacific,186,151.404,3
3/18/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3281),5J919,Cebu Pacific,186,151.404,3
3/17/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,151.404,3
3/15/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,151.404,3
3/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3276),5J919,Cebu Pacific,186,151.404,3
3/13/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3279),5J919,Cebu Pacific,186,151.404,3
3/12/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,151.404,3
3/11/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,151.404,3
3/10/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4101),5J919,Cebu Pacific,186,151.404,3
3/9/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4106),5J919,Cebu Pacific,186,151.404,3
3/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3274),5J919,Cebu Pacific,186,151.404,3
3/7/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,151.404,3
3/6/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,151.404,3
3/5/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4134),5J919,Cebu Pacific,186,151.404,3
3/4/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,151.404,3
3/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4105),5J919,Cebu Pacific,186,151.404,3
3/2/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,151.404,3
3/1/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,151.404,3
2/1/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4107),5J919,Cebu Pacific,186,161.448,2
1/31/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,160.89,1
1/30/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4108),5J919,Cebu Pacific,186,160.89,1
1/29/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,160.89,1
1/28/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,160.89,1
1/27/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3275),5J919,Cebu Pacific,186,160.89,1
1/26/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,160.89,1
1/25/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4105),5J919,Cebu Pacific,186,160.89,1
1/24/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,160.89,1
1/23/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,160.89,1
1/22/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,160.89,1
1/20/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
1/19/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3281),5J919,Cebu Pacific,186,160.89,1
1/18/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3276),5J919,Cebu Pacific,186,160.89,1
1/16/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,160.89,1
1/15/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
1/14/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4100),5J919,Cebu Pacific,186,160.89,1
1/13/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,160.89,1
1/12/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,160.89,1
1/11/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,160.89,1
1/10/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4134),5J919,Cebu Pacific,186,160.89,1
1/9/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,160.89,1
1/8/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4103),5J919,Cebu Pacific,186,160.89,1
1/7/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3268),5J919,Cebu Pacific,186,160.89,1
1/6/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
1/5/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4103),5J919,Cebu Pacific,186,160.89,1
1/4/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
1/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4104),5J919,Cebu Pacific,186,160.89,1
1/3/2023 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3274),5J919,Cebu Pacific,186,160.89,1
1/2/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
1/1/2023 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,160.89,1
12/31/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,158.472,12
12/30/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,158.472,12
12/29/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3277),5J919,Cebu Pacific,186,158.472,12
12/28/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,158.472,12
12/27/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,158.472,12
12/26/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,158.472,12
12/25/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,158.472,12
12/24/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3277),5J919,Cebu Pacific,186,158.472,12
12/23/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,158.472,12
12/22/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,158.472,12
12/20/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C3268),5J919,Cebu Pacific,186,158.472,12
12/19/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4108),5J919,Cebu Pacific,186,158.472,12
12/18/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4107),5J919,Cebu Pacific,186,158.472,12
12/17/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,158.472,12
12/16/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,158.472,12
12/15/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,158.472,12
12/13/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,158.472,12
12/12/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,158.472,12
12/11/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,158.472,12
12/10/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,158.472,12
12/9/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,158.472,12
12/8/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,158.472,12
12/6/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4102),5J919,Cebu Pacific,186,158.472,12
12/5/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,158.472,12
12/4/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,158.472,12
12/3/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,158.472,12
12/2/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,158.472,12
12/1/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,158.472,12
11/30/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,156.984,11
11/29/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,156.984,11
11/28/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,156.984,11
11/27/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,156.984,11
11/26/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,156.984,11
11/25/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4101),5J919,Cebu Pacific,186,156.984,11
11/24/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,156.984,11
11/23/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,156.984,11
11/22/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4109),5J919,Cebu Pacific,186,156.984,11
11/21/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/20/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3281),5J919,Cebu Pacific,186,156.984,11
11/19/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,156.984,11
11/18/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3287),5J919,Cebu Pacific,186,156.984,11
11/17/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,156.984,11
11/16/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/15/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4130),5J919,Cebu Pacific,186,156.984,11
11/14/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4101),5J919,Cebu Pacific,186,156.984,11
11/13/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,156.984,11
11/12/2022 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C4107),5J919,Cebu Pacific,186,156.984,11
11/11/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,156.984,11
11/10/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3281),5J919,Cebu Pacific,186,156.984,11
11/9/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/8/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,156.984,11
11/7/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/6/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,156.984,11
11/5/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/4/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4132),5J919,Cebu Pacific,186,156.984,11
11/3/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C3239),5J919,Cebu Pacific,186,156.984,11
11/2/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4110),5J919,Cebu Pacific,186,156.984,11
11/1/2022 0:00,Manila (MNL),Caticlan (MPH),A20N (RP-C4131),5J919,Cebu Pacific,186,156.984,11
11/6/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,11
11/4/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,11
11/3/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,11
11/2/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,11
11/1/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,11
10/31/2025 0:00,Manila (MNL),Caticlan (MPH),320,PR2035,Philippine Airlines,186,150.288,10
10/30/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,10
10/29/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,10
10/28/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,150.288,10
10/27/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,10
10/26/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,10
10/25/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,10
10/23/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8614),PR2035,Philippine Airlines,186,150.288,10
10/21/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,10
10/19/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,10
10/18/2025 0:00,Manila (MNL),Caticlan (MPH),DH8D (RP-C5911),PR2035,Philippine Airlines,68,54.944,10
10/16/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,10
10/14/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,10
10/12/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,10
10/11/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,10
10/9/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,10
10/7/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,10
10/5/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8614),PR2035,Philippine Airlines,186,150.288,10
10/4/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8614),PR2035,Philippine Airlines,186,150.288,10
10/2/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,10
9/27/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,9
9/25/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,9
9/21/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,9
9/20/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,9
9/18/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,150.288,9
9/16/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,9
9/13/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,9
9/11/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,9
9/6/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,9
9/4/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,9
9/2/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,9
8/26/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,8
8/24/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/23/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/21/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/17/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,8
8/16/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,8
8/14/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,150.288,8
8/12/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,8
8/10/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,8
8/9/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,150.288,8
8/7/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,8
8/5/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,8
8/3/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,150.288,8
8/2/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,8
7/31/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/29/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,7
7/27/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,150.288,7
7/26/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,150.288,7
7/24/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,7
7/22/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,7
7/20/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,7
7/19/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,7
7/17/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,7
7/15/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,150.288,7
7/13/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,150.288,7
7/12/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,150.288,7
7/10/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/8/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,150.288,7
7/6/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,150.288,7
7/5/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,150.288,7
7/3/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,150.288,7
7/1/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,150.288,7
6/29/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,6
6/28/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/26/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/24/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,6
6/22/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,6
6/21/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,6
6/19/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,6
6/17/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,6
6/15/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8610),PR2035,Philippine Airlines,186,147.126,6
6/14/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,6
6/12/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,6
6/10/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,6
6/8/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,6
6/7/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,6
6/5/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,6
6/3/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8613),PR2035,Philippine Airlines,186,147.126,6
6/1/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,6
5/31/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,5
5/29/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,5
5/27/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,147.126,5
5/25/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,5
5/24/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,5
5/22/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,5
5/20/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,5
5/18/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8604),PR2035,Philippine Airlines,186,147.126,5
5/17/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,147.126,5
5/15/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8609),PR2035,Philippine Airlines,186,147.126,5
5/13/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,5
5/11/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8620),PR2035,Philippine Airlines,186,147.126,5
5/10/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,5
5/8/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8397),PR2035,Philippine Airlines,186,147.126,5
5/6/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,5
5/4/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,5
5/3/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8611),PR2035,Philippine Airlines,186,147.126,5
5/1/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,5
4/29/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8612),PR2035,Philippine Airlines,186,147.126,4
4/27/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,4
4/26/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8393),PR2035,Philippine Airlines,186,147.126,4
4/24/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8619),PR2035,Philippine Airlines,186,147.126,4
4/22/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,4
4/20/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8606),PR2035,Philippine Airlines,186,147.126,4
4/19/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8615),PR2035,Philippine Airlines,186,147.126,4
4/17/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8398),PR2035,Philippine Airlines,186,147.126,4
4/15/2025 0:00,Manila (MNL),Caticlan (MPH),A320 (RP-C8395),PR2035,Philippine Airlines,186,147.126,4
