DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
7/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),1:01:00,10:10:00,11:19:00,11:45:00,Landed 12:19 PM,5J565,Cebu Pacific,186,165.168,7
7/26/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:01:00,16:45:00,17:06:00,18:15:00,Landed 6:07 PM,5J571,Cebu Pacific,230,204.24,7
7/26/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:01:00,17:25:00,18:07:00,19:00:00,Landed 7:08 PM,5J569,Cebu Pacific,230,204.24,7
7/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),1:05:00,19:00:00,20:03:00,20:35:00,Landed 9:08 PM,5J573,Cebu Pacific,186,165.168,7
7/27/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3906),0:58:00,6:20:00,6:54:00,7:50:00,Landed 7:51 AM,5J561,Cebu Pacific,465,412.92,7
7/27/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4138),1:02:00,7:25:00,7:46:00,9:05:00,Landed 8:47 AM,5J551,Cebu Pacific,186,165.168,7
7/27/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),1:01:00,9:00:00,9:50:00,10:35:00,Landed 10:51 AM,5J585,Cebu Pacific,186,165.168,7
7/27/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),1:04:00,10:10:00,11:36:00,11:45:00,Landed 12:40 PM,5J565,Cebu Pacific,186,165.168,7
7/27/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3900),1:00:00,16:45:00,18:15:00,18:15:00,Landed 7:15 PM,5J571,Cebu Pacific,465,412.92,7
7/27/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4110),0:57:00,17:25:00,17:59:00,19:00:00,Landed 6:56 PM,5J569,Cebu Pacific,186,165.168,7
7/27/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4267),1:00:00,19:00:00,19:47:00,20:35:00,Landed 8:47 PM,5J573,Cebu Pacific,186,165.168,7
7/28/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:57:00,6:20:00,7:17:00,7:50:00,Landed 8:14 AM,5J561,Cebu Pacific,230,204.24,7
7/28/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4136),0:59:00,7:25:00,8:23:00,9:05:00,Landed 9:21 AM,5J551,Cebu Pacific,186,165.168,7
7/28/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3268),0:59:00,9:00:00,9:31:00,10:35:00,Landed 10:30 AM,5J585,Cebu Pacific,186,165.168,7
7/28/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:59:00,16:45:00,17:10:00,18:15:00,Landed 6:09 PM,5J571,Cebu Pacific,465,412.92,7
7/28/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:04:00,17:25:00,17:56:00,19:00:00,Landed 7:00 PM,5J569,Cebu Pacific,230,204.24,7
7/28/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4267),0:59:00,19:00:00,20:17:00,20:35:00,Landed 9:16 PM,5J573,Cebu Pacific,186,165.168,7
7/29/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:00:00,6:20:00,6:39:00,7:50:00,Landed 7:38 AM,5J561,Cebu Pacific,230,204.24,7
7/29/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3267),1:00:00,7:25:00,7:57:00,9:05:00,Landed 8:57 AM,5J551,Cebu Pacific,186,165.168,7
7/29/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),0:57:00,9:00:00,9:37:00,10:35:00,Landed 10:33 AM,5J585,Cebu Pacific,186,165.168,7
7/29/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:57:00,10:10:00,10:43:00,11:45:00,Landed 11:40 AM,5J565,Cebu Pacific,230,204.24,7
7/29/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4138),0:57:00,16:45:00,17:05:00,18:15:00,Landed 6:01 PM,5J571,Cebu Pacific,186,165.168,7
7/29/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:56:00,17:15:00,17:36:00,18:50:00,Landed 6:32 PM,5J569,Cebu Pacific,465,412.92,7
7/29/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),0:58:00,19:00:00,19:36:00,20:35:00,Landed 8:34 PM,5J573,Cebu Pacific,186,165.168,7
7/30/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),1:00:00,6:20:00,6:46:00,7:50:00,Landed 7:46 AM,5J561,Cebu Pacific,230,204.24,7
7/30/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4104),0:57:00,9:00:00,9:48:00,10:35:00,Landed 10:45 AM,5J585,Cebu Pacific,186,165.168,7
7/30/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),0:58:00,10:10:00,10:38:00,11:45:00,Landed 11:36 AM,5J565,Cebu Pacific,186,165.168,7
7/30/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),1:00:00,16:45:00,17:00:00,18:15:00,Landed 6:00 PM,5J571,Cebu Pacific,230,204.24,7
7/30/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:01:00,17:25:00,17:41:00,19:00:00,Landed 6:42 PM,5J569,Cebu Pacific,230,204.24,7
7/30/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),1:01:00,19:00:00,19:29:00,20:35:00,Landed 8:30 PM,5J573,Cebu Pacific,186,165.168,7
7/31/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),0:59:00,22:20:00,0:49:00,23:55:00,Landed 1:48 AM,5J2505,Cebu Pacific,186,165.168,7
7/31/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),1:02:00,6:20:00,7:02:00,7:50:00,Landed 8:04 AM,5J561,Cebu Pacific,230,204.24,7
7/31/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:02:00,7:25:00,7:40:00,9:05:00,Landed 8:42 AM,5J551,Cebu Pacific,186,165.168,7
7/31/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),1:00:00,9:00:00,9:14:00,10:35:00,Landed 10:14 AM,5J585,Cebu Pacific,186,165.168,7
7/31/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),1:01:00,10:10:00,10:45:00,11:45:00,Landed 11:46 AM,5J565,Cebu Pacific,230,204.24,7
7/31/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),1:02:00,16:45:00,16:56:00,18:15:00,Landed 5:59 PM,5J571,Cebu Pacific,230,204.24,7
7/31/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),0:59:00,19:00:00,20:07:00,20:35:00,Landed 9:06 PM,5J573,Cebu Pacific,186,165.168,7
8/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),1:00:00,6:20:00,7:06:00,7:50:00,Landed 8:05 AM,5J561,Cebu Pacific,230,186.99,8
8/1/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),0:59:00,7:25:00,8:08:00,9:05:00,Landed 9:07 AM,5J551,Cebu Pacific,186,151.218,8
8/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),1:00:00,9:00:00,9:27:00,10:35:00,Landed 10:27 AM,5J585,Cebu Pacific,186,151.218,8
8/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:58:00,10:10:00,10:29:00,11:45:00,Landed 11:26 AM,5J565,Cebu Pacific,230,186.99,8
8/1/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:02:00,15:10:00,15:51:00,16:45:00,Landed 4:52 PM,5J581,Cebu Pacific,230,186.99,8
8/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4268),1:01:00,16:45:00,18:08:00,18:15:00,Landed 7:09 PM,5J571,Cebu Pacific,186,151.218,8
8/1/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),0:56:00,17:25:00,18:09:00,19:00:00,Landed 7:05 PM,5J569,Cebu Pacific,230,186.99,8
8/1/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),1:03:00,19:00:00,20:16:00,20:35:00,Landed 9:19 PM,5J573,Cebu Pacific,186,151.218,8
8/2/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:59:00,6:20:00,6:45:00,7:50:00,Landed 7:44 AM,5J561,Cebu Pacific,230,186.99,8
8/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),0:59:00,7:25:00,7:53:00,9:05:00,Landed 8:52 AM,5J551,Cebu Pacific,186,151.218,8
8/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),0:58:00,9:00:00,9:29:00,10:35:00,Landed 10:26 AM,5J585,Cebu Pacific,186,151.218,8
8/2/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:57:00,10:10:00,10:30:00,11:45:00,Landed 11:27 AM,5J565,Cebu Pacific,230,186.99,8
8/2/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),1:02:00,15:10:00,15:34:00,16:45:00,Landed 4:35 PM,5J581,Cebu Pacific,230,186.99,8
8/2/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:57:00,16:45:00,17:13:00,18:15:00,Landed 6:10 PM,5J571,Cebu Pacific,230,186.99,8
8/2/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),0:56:00,17:15:00,17:46:00,18:50:00,Landed 6:42 PM,5J569,Cebu Pacific,465,378.045,8
8/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:00:00,19:00:00,19:50:00,20:35:00,Landed 8:49 PM,5J573,Cebu Pacific,186,151.218,8
8/3/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:56:00,6:20:00,6:59:00,7:50:00,Landed 7:54 AM,5J561,Cebu Pacific,230,186.99,8
8/3/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4134),0:58:00,7:25:00,7:58:00,9:05:00,Landed 8:56 AM,5J551,Cebu Pacific,186,151.218,8
8/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),0:58:00,9:00:00,9:23:00,10:35:00,Landed 10:22 AM,5J585,Cebu Pacific,186,151.218,8
8/3/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),1:00:00,10:10:00,10:55:00,11:45:00,Landed 11:55 AM,5J565,Cebu Pacific,230,186.99,8
8/3/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:58:00,15:10:00,15:56:00,16:45:00,Landed 4:54 PM,5J581,Cebu Pacific,230,186.99,8
8/3/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),0:55:00,16:45:00,17:26:00,18:15:00,Landed 6:22 PM,5J571,Cebu Pacific,465,378.045,8
8/3/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),0:57:00,17:25:00,17:30:00,19:00:00,Landed 6:28 PM,5J569,Cebu Pacific,186,151.218,8
8/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:01:00,19:00:00,19:43:00,20:35:00,Landed 8:44 PM,5J573,Cebu Pacific,186,151.218,8
8/4/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:57:00,6:20:00,6:46:00,7:50:00,Landed 7:43 AM,5J561,Cebu Pacific,465,378.045,8
8/4/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),0:55:00,9:00:00,9:50:00,10:35:00,Landed 10:45 AM,5J585,Cebu Pacific,186,151.218,8
8/4/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:00:00,10:10:00,10:38:00,11:45:00,Landed 11:38 AM,5J565,Cebu Pacific,230,186.99,8
8/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),1:00:00,16:45:00,17:04:00,18:15:00,Landed 6:03 PM,5J571,Cebu Pacific,230,186.99,8
8/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:57:00,17:25:00,18:01:00,19:00:00,Landed 6:58 PM,5J569,Cebu Pacific,230,186.99,8
8/4/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4134),1:00:00,19:00:00,20:30:00,20:35:00,Landed 9:30 PM,5J573,Cebu Pacific,186,151.218,8
8/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),0:59:00,6:20:00,6:50:00,7:50:00,Landed 7:50 AM,5J561,Cebu Pacific,230,186.99,8
8/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:55:00,7:25:00,7:53:00,9:05:00,Landed 8:47 AM,5J551,Cebu Pacific,186,151.218,8
8/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:00:00,9:00:00,9:45:00,10:35:00,Landed 10:45 AM,5J585,Cebu Pacific,186,151.218,8
8/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:53:00,10:10:00,10:41:00,11:45:00,Landed 11:34 AM,5J565,Cebu Pacific,230,186.99,8
8/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:59:00,15:10:00,15:46:00,16:45:00,Landed 4:44 PM,5J581,Cebu Pacific,230,186.99,8
8/5/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),0:57:00,17:15:00,18:10:00,18:50:00,Landed 7:07 PM,5J569,Cebu Pacific,465,378.045,8
8/5/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4136),0:54:00,19:00:00,19:13:00,20:35:00,Landed 8:07 PM,5J573,Cebu Pacific,186,151.218,8
8/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:58:00,6:20:00,6:58:00,7:50:00,Landed 7:55 AM,5J561,Cebu Pacific,230,186.99,8
8/6/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:58:00,9:00:00,9:36:00,10:35:00,Landed 10:33 AM,5J585,Cebu Pacific,186,151.218,8
8/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:54:00,10:10:00,10:36:00,11:45:00,Landed 11:30 AM,5J565,Cebu Pacific,230,186.99,8
8/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),1:05:00,15:10:00,15:52:00,16:45:00,Landed 4:58 PM,5J581,Cebu Pacific,230,186.99,8
8/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:57:00,16:45:00,17:05:00,18:15:00,Landed 6:02 PM,5J571,Cebu Pacific,230,186.99,8
8/6/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),1:01:00,17:25:00,17:49:00,19:00:00,Landed 6:50 PM,5J569,Cebu Pacific,230,186.99,8
8/6/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:59:00,19:00:00,19:28:00,20:35:00,Landed 8:26 PM,5J573,Cebu Pacific,186,151.218,8
8/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:58:00,6:20:00,6:38:00,7:50:00,Landed 7:36 AM,5J561,Cebu Pacific,230,186.99,8
8/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:00:00,7:25:00,7:40:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,151.218,8
8/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:00:00,9:00:00,9:49:00,10:35:00,Landed 10:49 AM,5J585,Cebu Pacific,186,151.218,8
8/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),0:55:00,10:10:00,10:31:00,11:45:00,Landed 11:26 AM,5J565,Cebu Pacific,230,186.99,8
8/7/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:58:00,15:10:00,16:35:00,16:45:00,Landed 5:33 PM,5J581,Cebu Pacific,230,186.99,8
8/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:56:00,16:45:00,16:59:00,18:15:00,Landed 5:54 PM,5J571,Cebu Pacific,230,186.99,8
8/7/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),1:02:00,19:00:00,19:26:00,20:35:00,Landed 8:28 PM,5J573,Cebu Pacific,186,151.218,8
8/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),0:58:00,6:20:00,7:19:00,7:50:00,Landed 8:17 AM,5J561,Cebu Pacific,230,186.99,8
8/8/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),0:54:00,7:25:00,7:52:00,9:05:00,Landed 8:46 AM,5J551,Cebu Pacific,186,151.218,8
8/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),0:56:00,9:00:00,9:34:00,10:35:00,Landed 10:30 AM,5J585,Cebu Pacific,186,151.218,8
8/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),1:03:00,10:10:00,10:35:00,11:45:00,Landed 11:38 AM,5J565,Cebu Pacific,230,186.99,8
8/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:59:00,15:10:00,16:25:00,16:45:00,Landed 5:23 PM,5J581,Cebu Pacific,230,186.99,8
8/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:54:00,16:45:00,16:58:00,18:15:00,Landed 5:53 PM,5J571,Cebu Pacific,230,186.99,8
8/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:55:00,17:25:00,17:29:00,19:00:00,Landed 6:25 PM,5J569,Cebu Pacific,230,186.99,8
8/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),0:57:00,19:00:00,19:27:00,20:35:00,Landed 8:25 PM,5J573,Cebu Pacific,230,186.99,8
8/9/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:56:00,6:20:00,9:04:00,7:50:00,Landed 9:59 AM,5J561,Cebu Pacific,230,186.99,8
8/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),0:58:00,7:25:00,7:52:00,9:05:00,Landed 8:50 AM,5J551,Cebu Pacific,186,151.218,8
8/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),0:56:00,9:00:00,9:34:00,10:35:00,Landed 10:30 AM,5J585,Cebu Pacific,186,151.218,8
8/9/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:59:00,10:10:00,10:24:00,11:45:00,Landed 11:23 AM,5J565,Cebu Pacific,230,186.99,8
8/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:59:00,15:10:00,15:27:00,16:45:00,Landed 4:26 PM,5J581,Cebu Pacific,230,186.99,8
8/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:57:00,16:45:00,17:00:00,18:15:00,Landed 5:57 PM,5J571,Cebu Pacific,230,186.99,8
8/9/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3907),0:59:00,17:15:00,17:37:00,18:50:00,Landed 6:36 PM,5J569,Cebu Pacific,465,378.045,8
8/9/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),0:57:00,19:00:00,19:42:00,20:35:00,Landed 8:39 PM,5J573,Cebu Pacific,186,151.218,8
8/10/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),0:56:00,6:20:00,7:39:00,7:50:00,Landed 8:35 AM,5J561,Cebu Pacific,465,378.045,8
8/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),0:59:00,7:25:00,8:23:00,9:05:00,Landed 9:23 AM,5J551,Cebu Pacific,186,151.218,8
8/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),0:57:00,9:00:00,10:04:00,10:35:00,Landed 11:01 AM,5J585,Cebu Pacific,186,151.218,8
8/10/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:57:00,10:10:00,10:32:00,11:45:00,Landed 11:29 AM,5J565,Cebu Pacific,230,186.99,8
8/10/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:58:00,15:10:00,15:33:00,16:45:00,Landed 4:31 PM,5J581,Cebu Pacific,230,186.99,8
8/10/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:58:00,16:45:00,16:54:00,18:15:00,Landed 5:52 PM,5J571,Cebu Pacific,230,186.99,8
8/10/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4126),1:02:00,17:25:00,17:43:00,19:00:00,Landed 6:45 PM,5J569,Cebu Pacific,230,186.99,8
8/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),1:00:00,19:00:00,20:34:00,20:35:00,Landed 9:34 PM,5J573,Cebu Pacific,186,151.218,8
8/11/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),0:58:00,6:20:00,6:59:00,7:50:00,Landed 7:57 AM,5J561,Cebu Pacific,465,378.045,8
8/11/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),0:58:00,7:25:00,7:43:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,151.218,8
8/11/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),0:59:00,9:00:00,11:40:00,10:35:00,Landed 12:39 PM,5J585,Cebu Pacific,186,151.218,8
8/11/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),1:02:00,10:10:00,10:33:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,230,186.99,8
8/11/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:59:00,15:10:00,15:42:00,16:45:00,Landed 4:41 PM,5J581,Cebu Pacific,230,186.99,8
8/11/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),0:58:00,16:45:00,17:36:00,18:15:00,Landed 6:33 PM,5J571,Cebu Pacific,465,378.045,8
8/11/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3267),0:58:00,19:00:00,20:15:00,20:35:00,Landed 9:13 PM,5J573,Cebu Pacific,186,151.218,8
8/12/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),0:55:00,6:20:00,7:07:00,7:50:00,Landed 8:03 AM,5J561,Cebu Pacific,465,378.045,8
8/12/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:58:00,7:25:00,8:07:00,9:05:00,Landed 9:05 AM,5J551,Cebu Pacific,186,151.218,8
8/12/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),1:01:00,9:00:00,9:10:00,10:35:00,Landed 10:11 AM,5J585,Cebu Pacific,186,151.218,8
8/12/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:58:00,10:10:00,10:45:00,11:45:00,Landed 11:43 AM,5J565,Cebu Pacific,230,186.99,8
8/12/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:02:00,15:10:00,15:44:00,16:45:00,Landed 4:46 PM,5J581,Cebu Pacific,230,186.99,8
8/12/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),0:57:00,16:45:00,17:03:00,18:15:00,Landed 6:00 PM,5J571,Cebu Pacific,230,186.99,8
8/12/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),0:57:00,17:15:00,19:48:00,18:50:00,Landed 8:45 PM,5J569,Cebu Pacific,465,378.045,8
8/12/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),0:58:00,19:00:00,19:20:00,20:35:00,Landed 8:19 PM,5J573,Cebu Pacific,186,151.218,8
8/13/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),0:59:00,6:20:00,6:49:00,7:50:00,Landed 7:48 AM,5J561,Cebu Pacific,465,378.045,8
8/13/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:12:00,9:00:00,9:12:00,10:35:00,Landed 10:24 AM,5J585,Cebu Pacific,186,151.218,8
8/13/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:58:00,10:10:00,10:52:00,11:45:00,Landed 11:50 AM,5J565,Cebu Pacific,230,186.99,8
8/13/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:05:00,15:10:00,15:41:00,16:45:00,Landed 4:46 PM,5J581,Cebu Pacific,230,186.99,8
8/13/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:01:00,16:45:00,17:04:00,18:15:00,Landed 6:05 PM,5J571,Cebu Pacific,186,151.218,8
8/13/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:03:00,17:25:00,17:53:00,19:00:00,Landed 6:56 PM,5J569,Cebu Pacific,230,186.99,8
8/13/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),0:59:00,19:00:00,20:38:00,20:35:00,Landed 9:36 PM,5J573,Cebu Pacific,465,378.045,8
8/14/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:59:00,6:20:00,7:13:00,7:50:00,Landed 8:11 AM,5J561,Cebu Pacific,230,186.99,8
8/14/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:00:00,7:25:00,7:51:00,9:05:00,Landed 8:50 AM,5J551,Cebu Pacific,186,151.218,8
8/14/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),0:58:00,9:00:00,9:43:00,10:35:00,Landed 10:41 AM,5J585,Cebu Pacific,186,151.218,8
8/14/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:57:00,10:10:00,10:47:00,11:45:00,Landed 11:44 AM,5J565,Cebu Pacific,230,186.99,8
8/14/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:56:00,15:10:00,16:33:00,16:45:00,Landed 5:29 PM,5J581,Cebu Pacific,230,186.99,8
8/14/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4124),0:55:00,16:45:00,17:52:00,18:15:00,Landed 6:47 PM,5J571,Cebu Pacific,230,186.99,8
8/14/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4331),0:58:00,19:00:00,20:02:00,20:35:00,Landed 9:00 PM,5J573,Cebu Pacific,186,151.218,8
8/15/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),0:55:00,6:20:00,6:56:00,7:50:00,Landed 7:52 AM,5J561,Cebu Pacific,465,378.045,8
8/15/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),0:56:00,7:25:00,7:44:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,151.218,8
8/15/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),0:58:00,9:00:00,9:38:00,10:35:00,Landed 10:36 AM,5J585,Cebu Pacific,186,151.218,8
8/15/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4124),0:57:00,10:10:00,10:26:00,11:45:00,Landed 11:22 AM,5J565,Cebu Pacific,230,186.99,8
8/15/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),1:01:00,15:10:00,19:18:00,16:45:00,Landed 8:19 PM,5J581,Cebu Pacific,230,186.99,8
8/15/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),1:01:00,16:45:00,17:41:00,18:15:00,Landed 6:41 PM,5J571,Cebu Pacific,230,186.99,8
8/15/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),1:07:00,17:15:00,19:41:00,20:15:00,Landed 8:48 PM,5J569,Cebu Pacific,465,378.045,8
8/15/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),0:59:00,19:00:00,19:55:00,20:35:00,Landed 8:55 PM,5J573,Cebu Pacific,186,151.218,8
8/16/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3906),1:00:00,6:20:00,7:41:00,7:50:00,Landed 8:41 AM,5J561,Cebu Pacific,465,378.045,8
8/16/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:04:00,7:25:00,7:48:00,9:05:00,Landed 8:52 AM,5J551,Cebu Pacific,186,151.218,8
8/16/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),1:05:00,9:00:00,9:22:00,10:35:00,Landed 10:27 AM,5J585,Cebu Pacific,186,151.218,8
