DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
9/20/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),0:56:00,6:20:00,6:58:00,7:50:00,Landed 7:54 AM,5J561,Cebu Pacific,465,392.46,9
9/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),0:56:00,9:00:00,9:29:00,10:35:00,Landed 10:25 AM,5J585,Cebu Pacific,186,156.984,9
9/20/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:58:00,10:10:00,10:36:00,11:45:00,Landed 11:34 AM,5J565,Cebu Pacific,230,194.12,9
9/20/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:59:00,15:10:00,15:36:00,16:45:00,Landed 4:35 PM,5J581,Cebu Pacific,230,194.12,9
9/20/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),1:00:00,16:45:00,16:53:00,18:15:00,Landed 5:53 PM,5J571,Cebu Pacific,230,194.12,9
9/20/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),1:04:00,17:25:00,17:46:00,19:00:00,Landed 6:50 PM,5J569,Cebu Pacific,230,194.12,9
9/20/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4138),0:59:00,19:00:00,19:52:00,20:35:00,Landed 8:51 PM,5J573,Cebu Pacific,186,156.984,9
9/21/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),1:03:00,6:20:00,6:43:00,7:50:00,Landed 7:46 AM,5J561,Cebu Pacific,465,392.46,9
9/21/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),1:04:00,7:30:00,7:37:00,9:05:00,Landed 8:41 AM,5J551,Cebu Pacific,186,156.984,9
9/21/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),1:03:00,9:00:00,9:16:00,10:35:00,Landed 10:19 AM,5J585,Cebu Pacific,186,156.984,9
9/21/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:01:00,10:10:00,10:29:00,11:45:00,Landed 11:31 AM,5J565,Cebu Pacific,230,194.12,9
9/21/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:06:00,15:10:00,15:29:00,16:45:00,Landed 4:36 PM,5J581,Cebu Pacific,230,194.12,9
9/21/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),1:02:00,16:45:00,17:06:00,18:15:00,Landed 6:08 PM,5J571,Cebu Pacific,230,194.12,9
9/21/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:00:00,17:25:00,17:39:00,19:00:00,Landed 6:39 PM,5J569,Cebu Pacific,186,156.984,9
9/21/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),1:01:00,19:00:00,19:52:00,20:35:00,Landed 8:54 PM,5J573,Cebu Pacific,186,156.984,9
9/22/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),1:00:00,6:20:00,9:15:00,7:50:00,Landed 10:15 AM,5J561,Cebu Pacific,465,392.46,9
9/22/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4350),0:58:00,9:00:00,9:53:00,10:35:00,Landed 10:51 AM,5J585,Cebu Pacific,186,156.984,9
9/22/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:01:00,10:10:00,10:22:00,11:45:00,Landed 11:23 AM,5J565,Cebu Pacific,230,194.12,9
9/22/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:01:00,15:10:00,15:28:00,16:45:00,Landed 4:28 PM,5J581,Cebu Pacific,230,194.12,9
9/22/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:00:00,16:45:00,17:14:00,18:15:00,Landed 6:14 PM,5J571,Cebu Pacific,230,194.12,9
9/22/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),1:01:00,17:25:00,18:07:00,19:00:00,Landed 7:07 PM,5J569,Cebu Pacific,230,194.12,9
9/22/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),1:01:00,19:00:00,19:57:00,20:35:00,Landed 8:58 PM,5J573,Cebu Pacific,186,156.984,9
9/23/2024,Manila (MNL),Cebu (CEB),AT76 (RP-C7285),1:30:00,20:05:00,20:29:00,22:05:00,Landed 9:59 PM,DG6499,Cebgo,72,60.768,9
9/23/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),0:59:00,6:20:00,6:57:00,7:50:00,Landed 7:56 AM,5J561,Cebu Pacific,465,392.46,9
9/23/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:02:00,9:00:00,11:42:00,10:35:00,Landed 12:43 PM,5J585,Cebu Pacific,186,156.984,9
9/23/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:00:00,10:10:00,10:35:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,230,194.12,9
9/23/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:59:00,15:10:00,15:31:00,16:45:00,Landed 4:30 PM,5J581,Cebu Pacific,230,194.12,9
9/23/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:58:00,16:45:00,17:26:00,18:15:00,Landed 6:24 PM,5J571,Cebu Pacific,230,194.12,9
9/23/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:58:00,17:25:00,17:50:00,19:00:00,Landed 6:49 PM,5J569,Cebu Pacific,230,194.12,9
9/23/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4267),1:01:00,19:00:00,19:15:00,20:35:00,Landed 8:15 PM,5J573,Cebu Pacific,186,156.984,9
9/24/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),1:01:00,6:20:00,7:00:00,7:50:00,Landed 8:00 AM,5J561,Cebu Pacific,465,392.46,9
9/24/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4330),1:01:00,9:00:00,10:25:00,10:35:00,Landed 11:26 AM,5J585,Cebu Pacific,186,156.984,9
9/24/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:02:00,10:10:00,10:28:00,11:45:00,Landed 11:30 AM,5J565,Cebu Pacific,230,194.12,9
9/24/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:58:00,15:10:00,15:48:00,16:45:00,Landed 4:46 PM,5J581,Cebu Pacific,230,194.12,9
9/24/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),1:02:00,16:45:00,17:08:00,18:15:00,Landed 6:09 PM,5J571,Cebu Pacific,230,194.12,9
9/24/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:59:00,17:25:00,18:40:00,19:00:00,Landed 7:40 PM,5J569,Cebu Pacific,230,194.12,9
9/24/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4138),1:01:00,19:00:00,19:16:00,20:35:00,Landed 8:17 PM,5J573,Cebu Pacific,186,156.984,9
9/25/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),1:01:00,6:20:00,6:52:00,7:50:00,Landed 7:53 AM,5J561,Cebu Pacific,465,392.46,9
9/25/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:04:00,9:00:00,9:57:00,10:35:00,Landed 11:01 AM,5J585,Cebu Pacific,186,156.984,9
9/25/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:59:00,10:10:00,10:27:00,11:45:00,Landed 11:26 AM,5J565,Cebu Pacific,230,194.12,9
9/25/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),0:58:00,15:10:00,15:38:00,16:45:00,Landed 4:36 PM,5J581,Cebu Pacific,230,194.12,9
9/25/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:03:00,16:45:00,17:08:00,18:15:00,Landed 6:11 PM,5J571,Cebu Pacific,230,194.12,9
9/25/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),1:02:00,19:00:00,20:00:00,20:35:00,Landed 9:02 PM,5J573,Cebu Pacific,186,156.984,9
9/26/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3907),0:56:00,6:20:00,7:01:00,7:50:00,Landed 7:57 AM,5J561,Cebu Pacific,465,392.46,9
9/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4263),1:05:00,9:00:00,9:29:00,10:35:00,Landed 10:35 AM,5J585,Cebu Pacific,186,156.984,9
9/26/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:01:00,10:10:00,10:46:00,11:45:00,Landed 11:47 AM,5J565,Cebu Pacific,230,194.12,9
9/26/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:01:00,15:10:00,15:22:00,16:45:00,Landed 4:22 PM,5J581,Cebu Pacific,230,194.12,9
9/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4268),0:57:00,16:45:00,17:07:00,18:15:00,Landed 6:05 PM,5J571,Cebu Pacific,186,156.984,9
9/26/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),1:00:00,17:25:00,17:48:00,19:00:00,Landed 6:48 PM,5J569,Cebu Pacific,230,194.12,9
9/26/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4110),0:56:00,19:00:00,19:37:00,20:35:00,Landed 8:33 PM,5J573,Cebu Pacific,186,156.984,9
9/27/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),0:56:00,6:20:00,7:01:00,7:50:00,Landed 7:57 AM,5J561,Cebu Pacific,465,392.46,9
9/27/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),0:55:00,9:00:00,10:16:00,10:35:00,Landed 11:10 AM,5J585,Cebu Pacific,186,156.984,9
9/27/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:55:00,10:10:00,10:29:00,11:45:00,Landed 11:24 AM,5J565,Cebu Pacific,230,194.12,9
9/27/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:04:00,15:10:00,15:27:00,16:45:00,Landed 4:31 PM,5J581,Cebu Pacific,230,194.12,9
9/27/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),0:59:00,16:45:00,17:04:00,18:15:00,Landed 6:03 PM,5J571,Cebu Pacific,230,194.12,9
9/27/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:03:00,17:25:00,17:48:00,19:00:00,Landed 6:51 PM,5J569,Cebu Pacific,230,194.12,9
9/27/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),1:18:00,19:00:00,20:44:00,20:35:00,Landed 10:02 PM,5J573,Cebu Pacific,186,156.984,9
9/28/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:56:00,6:20:00,7:06:00,7:50:00,Landed 8:02 AM,5J561,Cebu Pacific,465,392.46,9
9/28/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),0:58:00,9:00:00,9:40:00,10:35:00,Landed 10:38 AM,5J585,Cebu Pacific,186,156.984,9
9/28/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:00:00,15:10:00,15:24:00,16:45:00,Landed 4:24 PM,5J581,Cebu Pacific,230,194.12,9
9/28/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:56:00,16:45:00,17:08:00,18:15:00,Landed 6:04 PM,5J571,Cebu Pacific,230,194.12,9
9/28/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:13:00,17:25:00,18:16:00,19:00:00,Landed 7:29 PM,5J569,Cebu Pacific,230,194.12,9
9/28/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),0:56:00,19:00:00,20:16:00,20:35:00,Landed 9:12 PM,5J573,Cebu Pacific,186,156.984,9
9/29/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3900),0:58:00,6:20:00,7:23:00,7:50:00,Landed 8:21 AM,5J561,Cebu Pacific,465,392.46,9
9/29/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),1:00:00,9:00:00,9:44:00,10:35:00,Landed 10:43 AM,5J585,Cebu Pacific,186,156.984,9
9/29/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4268),0:56:00,10:10:00,10:23:00,11:45:00,Landed 11:19 AM,5J565,Cebu Pacific,186,156.984,9
9/29/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),0:57:00,15:10:00,15:32:00,16:45:00,Landed 4:29 PM,5J581,Cebu Pacific,230,194.12,9
9/29/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3907),0:57:00,16:45:00,17:16:00,18:15:00,Landed 6:14 PM,5J571,Cebu Pacific,465,392.46,9
9/29/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:57:00,17:25:00,17:40:00,19:00:00,Landed 6:37 PM,5J569,Cebu Pacific,230,194.12,9
9/29/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:58:00,18:55:00,19:44:00,20:30:00,Landed 8:42 PM,5J573,Cebu Pacific,230,194.12,9
9/30/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:58:00,6:20:00,6:57:00,7:50:00,Landed 7:55 AM,5J561,Cebu Pacific,465,392.46,9
9/30/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4144),0:54:00,9:00:00,9:44:00,10:35:00,Landed 10:38 AM,5J585,Cebu Pacific,186,156.984,9
9/30/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),0:59:00,10:10:00,10:36:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,186,156.984,9
9/30/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),0:57:00,15:10:00,15:37:00,16:45:00,Landed 4:33 PM,5J581,Cebu Pacific,230,194.12,9
9/30/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:57:00,16:45:00,17:09:00,18:15:00,Landed 6:06 PM,5J571,Cebu Pacific,230,194.12,9
9/30/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:58:00,17:50:00,18:07:00,19:25:00,Landed 7:04 PM,5J569,Cebu Pacific,230,194.12,9
9/30/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),1:21:00,21:05:00,21:27:00,22:40:00,Landed 10:48 PM,5J573,Cebu Pacific,186,156.984,9
10/1/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),1:10:00,6:20:00,6:52:00,7:50:00,Landed 8:02 AM,5J561,Cebu Pacific,465,392.46,10
10/1/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4350),0:56:00,0:10:00,0:20:00,1:45:00,Landed 1:15 AM,5J551,Cebu Pacific,186,156.984,10
10/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),0:58:00,9:00:00,9:40:00,10:35:00,Landed 10:38 AM,5J585,Cebu Pacific,186,156.984,10
10/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),1:00:00,10:10:00,10:19:00,11:45:00,Landed 11:19 AM,5J565,Cebu Pacific,230,194.12,10
10/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),1:00:00,15:10:00,15:25:00,16:45:00,Landed 4:25 PM,5J581,Cebu Pacific,230,194.12,10
10/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:01:00,16:45:00,17:07:00,18:15:00,Landed 6:08 PM,5J571,Cebu Pacific,230,194.12,10
10/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:57:00,19:00:00,19:30:00,20:35:00,Landed 8:27 PM,5J573,Cebu Pacific,230,194.12,10
10/2/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:00:00,6:20:00,6:52:00,7:50:00,Landed 7:52 AM,5J561,Cebu Pacific,230,194.12,10
10/2/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4110),1:01:00,7:25:00,8:10:00,9:05:00,Landed 9:10 AM,5J551,Cebu Pacific,186,156.984,10
10/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:01:00,9:00:00,12:48:00,10:35:00,Landed 1:49 PM,5J585,Cebu Pacific,186,156.984,10
10/2/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4126),1:49:00,10:10:00,9:46:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,230,194.12,10
10/2/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4146),1:01:00,15:10:00,15:56:00,16:45:00,Landed 4:57 PM,5J581,Cebu Pacific,230,194.12,10
10/2/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),1:00:00,16:45:00,17:20:00,18:15:00,Landed 6:21 PM,5J571,Cebu Pacific,465,392.46,10
10/2/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),1:01:00,19:00:00,19:51:00,20:35:00,Landed 8:52 PM,5J573,Cebu Pacific,186,156.984,10
10/3/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),1:14:00,6:20:00,6:51:00,7:50:00,Landed 8:06 AM,5J561,Cebu Pacific,230,194.12,10
10/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),1:03:00,9:00:00,10:16:00,10:35:00,Landed 11:18 AM,5J585,Cebu Pacific,186,156.984,10
10/3/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),1:03:00,10:10:00,10:35:00,11:45:00,Landed 11:37 AM,5J565,Cebu Pacific,230,194.12,10
10/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),1:09:00,15:10:00,15:39:00,16:45:00,Landed 4:48 PM,5J581,Cebu Pacific,186,156.984,10
10/3/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),1:00:00,16:45:00,17:14:00,18:15:00,Landed 6:14 PM,5J571,Cebu Pacific,465,392.46,10
10/3/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),1:03:00,17:25:00,17:38:00,19:00:00,Landed 6:41 PM,5J569,Cebu Pacific,230,194.12,10
10/3/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),1:02:00,19:00:00,19:47:00,20:35:00,Landed 8:49 PM,5J573,Cebu Pacific,186,156.984,10
10/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:02:00,6:20:00,6:41:00,7:50:00,Landed 7:42 AM,5J561,Cebu Pacific,230,194.12,10
10/4/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:01:00,7:25:00,7:37:00,9:05:00,Landed 8:39 AM,5J551,Cebu Pacific,186,156.984,10
10/4/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),1:00:00,9:00:00,9:15:00,10:35:00,Landed 10:15 AM,5J585,Cebu Pacific,186,156.984,10
10/4/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:57:00,10:10:00,10:38:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,230,194.12,10
10/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:09:00,15:10:00,15:41:00,16:45:00,Landed 4:50 PM,5J581,Cebu Pacific,230,194.12,10
10/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),1:00:00,16:45:00,16:58:00,18:15:00,Landed 5:58 PM,5J571,Cebu Pacific,230,194.12,10
10/4/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),1:02:00,19:00:00,19:26:00,20:35:00,Landed 8:29 PM,5J573,Cebu Pacific,186,156.984,10
10/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:01:00,6:20:00,6:58:00,7:50:00,Landed 7:59 AM,5J561,Cebu Pacific,230,194.12,10
10/5/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4136),0:55:00,7:25:00,7:46:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,156.984,10
10/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),0:59:00,9:00:00,9:58:00,10:35:00,Landed 10:57 AM,5J585,Cebu Pacific,186,156.984,10
10/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),0:58:00,10:10:00,10:28:00,11:45:00,Landed 11:26 AM,5J565,Cebu Pacific,230,194.12,10
10/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:01:00,15:10:00,15:25:00,16:45:00,Landed 4:26 PM,5J581,Cebu Pacific,230,194.12,10
10/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:59:00,16:45:00,17:09:00,18:15:00,Landed 6:08 PM,5J571,Cebu Pacific,230,194.12,10
10/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:57:00,17:25:00,17:43:00,19:00:00,Landed 6:40 PM,5J569,Cebu Pacific,230,194.12,10
10/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:58:00,19:00:00,19:13:00,20:35:00,Landed 8:11 PM,5J573,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:02:00,6:20:00,7:06:00,7:50:00,Landed 8:08 AM,5J561,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4134),0:59:00,7:25:00,8:25:00,9:05:00,Landed 9:24 AM,5J551,Cebu Pacific,186,156.984,10
10/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),1:00:00,10:10:00,11:09:00,11:45:00,Landed 12:08 PM,5J565,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),1:04:00,15:10:00,16:19:00,16:45:00,Landed 5:24 PM,5J581,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:02:00,16:45:00,17:16:00,18:15:00,Landed 6:18 PM,5J571,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:01:00,17:25:00,17:54:00,19:00:00,Landed 6:56 PM,5J569,Cebu Pacific,230,194.12,10
10/6/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),1:03:00,19:00:00,19:34:00,20:35:00,Landed 8:37 PM,5J573,Cebu Pacific,186,156.984,10
10/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:02:00,6:20:00,7:07:00,7:50:00,Landed 8:09 AM,5J561,Cebu Pacific,230,194.12,10
10/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),1:03:00,7:25:00,7:48:00,9:05:00,Landed 8:51 AM,5J551,Cebu Pacific,186,156.984,10
10/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),1:03:00,9:00:00,9:38:00,10:35:00,Landed 10:41 AM,5J585,Cebu Pacific,186,156.984,10
10/7/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),0:57:00,10:10:00,10:37:00,11:45:00,Landed 11:34 AM,5J565,Cebu Pacific,186,156.984,10
10/7/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),0:58:00,15:10:00,15:33:00,16:45:00,Landed 4:31 PM,5J581,Cebu Pacific,230,194.12,10
10/7/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:59:00,17:25:00,17:49:00,19:00:00,Landed 6:48 PM,5J569,Cebu Pacific,230,194.12,10
10/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:56:00,19:00:00,20:08:00,20:35:00,Landed 9:03 PM,5J573,Cebu Pacific,230,194.12,10
10/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:57:00,6:20:00,6:59:00,7:50:00,Landed 7:56 AM,5J561,Cebu Pacific,230,194.12,10
10/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),0:59:00,9:00:00,9:27:00,10:35:00,Landed 10:26 AM,5J585,Cebu Pacific,186,156.984,10
10/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:56:00,10:10:00,10:25:00,11:45:00,Landed 11:21 AM,5J565,Cebu Pacific,230,194.12,10
10/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:05:00,15:10:00,15:34:00,16:45:00,Landed 4:39 PM,5J581,Cebu Pacific,230,194.12,10
10/8/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3908),0:59:00,16:45:00,17:30:00,18:15:00,Landed 6:29 PM,5J571,Cebu Pacific,465,392.46,10
10/8/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),1:04:00,17:25:00,17:44:00,19:00:00,Landed 6:48 PM,5J569,Cebu Pacific,186,156.984,10
10/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4268),1:01:00,18:55:00,19:35:00,20:30:00,Landed 8:36 PM,5J573,Cebu Pacific,186,156.984,10
10/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:59:00,6:20:00,6:50:00,7:50:00,Landed 7:49 AM,5J561,Cebu Pacific,230,194.12,10
10/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),1:00:00,7:25:00,7:34:00,9:05:00,Landed 8:34 AM,5J551,Cebu Pacific,186,156.984,10
10/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3267),0:58:00,9:00:00,9:25:00,10:35:00,Landed 10:22 AM,5J585,Cebu Pacific,186,156.984,10
10/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),0:55:00,10:10:00,10:30:00,11:45:00,Landed 11:25 AM,5J565,Cebu Pacific,230,194.12,10
10/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),0:59:00,15:10:00,15:52:00,16:45:00,Landed 4:51 PM,5J581,Cebu Pacific,230,194.12,10
10/9/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),1:00:00,16:45:00,17:13:00,18:15:00,Landed 6:14 PM,5J571,Cebu Pacific,230,194.12,10
10/9/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4130),0:59:00,19:00:00,19:39:00,20:35:00,Landed 8:38 PM,5J573,Cebu Pacific,186,156.984,10
10/10/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),1:04:00,6:20:00,6:59:00,7:50:00,Landed 8:04 AM,5J561,Cebu Pacific,230,194.12,10
10/10/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3281),1:02:00,7:25:00,7:43:00,9:05:00,Landed 8:45 AM,5J551,Cebu Pacific,186,156.984,10
10/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:00:00,9:00:00,9:24:00,10:35:00,Landed 10:24 AM,5J585,Cebu Pacific,186,156.984,10
10/10/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:59:00,10:10:00,10:45:00,11:45:00,Landed 11:44 AM,5J565,Cebu Pacific,230,194.12,10
10/10/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),0:58:00,15:10:00,16:01:00,16:45:00,Landed 4:59 PM,5J581,Cebu Pacific,465,392.46,10
10/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3268),1:03:00,17:50:00,18:10:00,19:25:00,Landed 7:12 PM,5J569,Cebu Pacific,186,156.984,10
10/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:03:00,19:00:00,19:37:00,20:35:00,Landed 8:40 PM,5J573,Cebu Pacific,186,156.984,10
10/11/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:00:00,6:20:00,6:48:00,7:50:00,Landed 7:48 AM,5J561,Cebu Pacific,230,194.12,10
10/11/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3281),1:00:00,7:25:00,7:44:00,9:05:00,Landed 8:44 AM,5J551,Cebu Pacific,186,156.984,10
10/11/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4263),1:13:00,9:00:00,9:43:00,10:35:00,Landed 10:57 AM,5J585,Cebu Pacific,186,156.984,10
10/11/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:59:00,10:10:00,10:22:00,11:45:00,Landed 11:21 AM,5J565,Cebu Pacific,230,194.12,10
