Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
BPA-CEB,BPA,CEB,2024,1,0.0,0.0,10000.0,10000.0,3148.88,9,1927,0.0,0.0056,0.0491,0.5096,1.9298,1.891,0.0072,0.0813,1528,2606,1695713,7517450,103,386,0,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,2.302585092994046,7.564238475170491,7.332369205929062,7.865955413933502,0,2.9439320862609955
BSO-CRK,BSO,CRK,2024,1,0.0,0.0,0.0,0.0,7955.3,0,103,0.0348,0.0065,0.2377,0.1865,1.996,1.2661,0.0006,0.1108,1216,3779,1113791,5691259,46,243,0,13.923280967493845,15.554442222712828,3.8501476017100584,5.497168225293202,0.0,4.6443908991413725,7.104144092987527,8.237479288613633,0,4.152604561975743
BSO-MNL,BSO,MNL,2024,1,0.0,0.0,0.0,0.0,3721.53,0,6095,0.0348,0.1691,0.2377,0.5725,1.996,1.9891,0.0006,0.1717,1216,4565,1113791,7348669,46,1351,0,13.923280967493845,15.81002990243421,3.8501476017100584,7.20934025660291,0.0,8.715388097366482,7.104144092987527,8.42639282708974,0,3.929932066719233
BXU-CEB,BXU,CEB,2024,1,1619.28,48.7,5003.38,4884.1,3148.88,236,1927,0.018,0.0056,0.0452,0.5096,1.8643,1.891,0.2916,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,5.4680601411351315,7.564238475170491,6.825460036255307,7.865955413933502,0,3.4495633019262666
BXU-MNL,BXU,MNL,2024,1,19742.76,67.53,5614.6,4884.1,3721.53,236,6095,0.018,0.1691,0.0452,0.5725,1.8643,1.9891,0.2916,0.1717,920,4565,1728856,7348669,47,1351,1,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,5.4680601411351315,8.715388097366482,6.825460036255307,8.42639282708974,0,3.715544114198552
CBO-CEB,CBO,CEB,2024,1,0.0,0.0,10000.0,10000.0,3148.88,41,1927,0.165,0.0056,0.0388,0.5096,1.9501,1.891,0.0101,0.0813,940,2606,1878952,7517450,6,386,0,14.446225264777816,15.832737675699201,1.9459101490553132,5.958424693029782,3.7376696182833684,7.564238475170491,6.846943139585379,7.865955413933502,0,3.5700497451173865
CBO-MNL,CBO,MNL,2024,1,0.0,0.0,10000.0,10000.0,3721.53,41,6095,0.165,0.1691,0.0388,0.5725,1.9501,1.9891,0.0101,0.1717,940,4565,1878952,7348669,6,1351,0,14.446225264777816,15.81002990243421,1.9459101490553132,7.20934025660291,3.7376696182833684,8.715388097366482,6.846943139585379,8.42639282708974,0,3.823394821392195
CBO-TAG,CBO,TAG,2024,1,0.0,0.0,0.0,10000.0,3714.58,41,293,0.165,0.0022,0.0388,0.746,1.9501,1.9782,0.0101,0.0037,940,2606,1878952,7517450,6,386,0,14.446225264777816,15.832737675699201,1.9459101490553132,5.958424693029782,3.7376696182833684,5.683579767338681,6.846943139585379,7.865955413933502,0,3.812729355298889
CBO-TWT,CBO,TWT,2024,1,0.0,0.0,10000.0,10000.0,5006.04,41,36,0.165,0.007,0.0388,0.0,1.9501,1.9938,0.0101,0.0007,940,940,1878952,1878952,6,6,0,14.446225264777816,14.446225264777816,1.9459101490553132,1.9459101490553132,3.7376696182833684,3.6109179126442243,6.846943139585379,6.846943139585379,0,6.214036571919098
CEB-BAG,CEB,BAG,2024,1,0.0,0.0,0.0,3339.23,0.0,1902,0,0.0056,0.2033,0.5096,0.5139,1.891,1.4349,0.0813,0.1274,2606,627,7517450,1983511,386,38,0,15.832737675699201,14.500379568829993,5.958424693029782,3.6635616461296463,7.551186867296149,0.0,7.865955413933502,6.4425401664681985,1,3.867671769999375
CEB-BCD,CEB,BCD,2024,1,2221.32,51.2,3725.29,3339.23,3587.66,1902,441,0.0056,0.0525,0.5096,0.1407,1.891,1.7466,0.0813,0.1829,2606,2618,7517450,5909568,386,147,1,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,7.551186867296149,6.091309882077698,7.865955413933502,7.870547844507712,1,2.5474307951401998
CEB-BPA,CEB,BPA,2024,1,0.0,0.0,10000.0,3339.23,10000.0,1902,7,0.0056,0.0,0.5096,0.0491,1.891,1.9298,0.0813,0.0072,2606,1528,7517450,1695713,386,103,0,15.832737675699201,14.343614449038526,5.958424693029782,4.6443908991413725,7.551186867296149,2.0794415416798357,7.865955413933502,7.332369205929062,1,2.9334656044696423
CEB-BXU,CEB,BXU,2024,1,62.28,3.52,9320.78,3339.23,5198.69,1902,200,0.0056,0.018,0.5096,0.0452,1.891,1.8643,0.0813,0.2916,2606,920,7517450,1728856,386,47,1,15.832737675699201,14.362971054478116,5.958424693029782,3.871201010907891,7.551186867296149,5.303304908059076,7.865955413933502,6.825460036255307,1,3.6075716026075906
CEB-CBO,CEB,CBO,2024,1,0.0,0.0,10000.0,3339.23,10000.0,1902,42,0.0056,0.165,0.5096,0.0388,1.891,1.9501,0.0813,0.0101,2606,940,7517450,1878952,386,6,0,15.832737675699201,14.446225264777816,5.958424693029782,1.9459101490553132,7.551186867296149,3.7612001156935624,7.865955413933502,6.846943139585379,1,3.557776307738252
CEB-CGM,CEB,CGM,2024,1,0.0,0.0,0.0,3339.23,0.0,1902,0,0.0056,0.0017,0.5096,0.0699,1.891,1.9936,0.0813,0.0058,2606,1573,7517450,2941319,386,135,0,15.832737675699201,14.894369018145523,5.958424693029782,4.912654885736052,7.551186867296149,0.0,7.865955413933502,7.3613754289773485,1,3.2080513728941913
CEB-CGY,CEB,CGY,2024,1,4982.4,58.94,5159.85,3339.23,3164.47,1902,473,0.0056,0.072,0.5096,0.0369,1.891,1.9531,0.0813,0.0014,2606,1573,7517450,2941319,386,135,1,15.832737675699201,14.894369018145523,5.958424693029782,4.912654885736052,7.551186867296149,6.161207321695077,7.865955413933502,7.3613754289773485,1,1.5228644980713748
CEB-CRK,CEB,CRK,2024,1,3617.43,100.0,7381.88,3339.23,7955.3,1902,103,0.0056,0.0065,0.5096,0.1865,1.891,1.2661,0.0813,0.1108,2606,3779,7517450,5691259,386,243,1,15.832737675699201,15.554442222712828,5.958424693029782,5.497168225293202,7.551186867296149,4.6443908991413725,7.865955413933502,8.237479288613633,1,2.7393995739055508
CEB-CRM,CEB,CRM,2024,1,0.0,0.0,0.0,3339.23,10000.0,1902,19,0.0056,0.0586,0.5096,0.0541,1.891,1.9967,0.0813,0.0006,2606,1528,7517450,1695713,386,103,0,15.832737675699201,14.343614449038526,5.958424693029782,4.6443908991413725,7.551186867296149,2.995732273553991,7.865955413933502,7.332369205929062,1,2.782167722976457
CEB-CYP,CEB,CYP,2024,1,1058.76,100.0,10000.0,3339.23,5130.07,1902,30,0.0056,0.0009,0.5096,0.3387,1.891,1.9297,0.0813,0.0019,2606,1528,7517450,1695713,386,103,1,15.832737675699201,14.343614449038526,5.958424693029782,4.6443908991413725,7.551186867296149,3.4339872044851463,7.865955413933502,7.332369205929062,1,1.9514490064858037
CEB-DGT,CEB,DGT,2024,1,160.89,100.0,10000.0,3339.23,5230.53,1902,163,0.0056,0.0,0.5096,0.1754,1.891,1.9427,0.0813,0.0084,2606,2606,7517450,7517450,386,386,1,15.832737675699201,15.832737675699201,5.958424693029782,5.958424693029782,7.551186867296149,5.099866427824199,7.865955413933502,7.865955413933502,1,2.7163671764340984
CEB-DPL,CEB,DPL,2024,1,0.0,0.0,0.0,3339.23,5200.0,1902,75,0.0056,0.0248,0.5096,0.2653,1.891,1.9409,0.0813,0.0123,2606,1263,7517450,1953463,386,64,0,15.832737675699201,14.48511476484572,5.958424693029782,4.174387269895637,7.551186867296149,4.330733340286331,7.865955413933502,7.142036574706803,1,1.7084463584228726
CEB-DRP,CEB,DRP,2024,1,0.0,0.0,0.0,3339.23,5450.03,1902,133,0.0056,2.0,0.5096,0.0165,1.891,1.3268,0.0813,0.0008,2606,1909,7517450,4631579,386,93,0,15.832737675699201,15.348408620548742,5.958424693029782,4.543294782270004,7.551186867296149,4.897839799950911,7.865955413933502,7.554858521040676,1,1.6975201940822406
CEB-DVO,CEB,DVO,2024,1,4665.81,43.99,5072.24,3339.23,4838.88,1902,730,0.0056,0.6037,0.5096,0.4554,1.891,1.7601,0.0813,0.1592,2606,1837,7517450,4116016,386,205,1,15.832737675699201,15.230396506151067,5.958424693029782,5.327876168789581,7.551186867296149,6.594413459749778,7.865955413933502,7.516433302915632,1,1.9891060290837812
CEB-ENI,CEB,ENI,2024,1,0.0,0.0,0.0,3339.23,0.0,1902,0,0.0056,0.0141,0.5096,0.2391,1.891,1.9942,0.0813,0.0021,2606,1095,7517450,2810208,386,51,0,15.832737675699201,14.84876941576828,5.958424693029782,3.9512437185814275,7.551186867296149,0.0,7.865955413933502,6.999422467507961,1,3.3081731670211374
CEB-GES,CEB,GES,2024,1,2252.46,57.76,5120.44,3339.23,5361.17,1902,197,0.0056,0.0677,0.5096,0.0731,1.891,1.8292,0.0813,0.1054,2606,1625,7517450,1705910,386,82,1,15.832737675699201,14.349609836856978,5.958424693029782,4.418840607796598,7.551186867296149,5.288267030694535,7.865955413933502,7.3938782901077555,1,1.4675045849070447
CEB-IAO,CEB,IAO,2024,1,2553.48,40.8,5169.28,3339.23,6020.29,1902,213,0.0056,0.0426,0.5096,0.0,1.891,1.977,0.0813,0.0025,2606,920,7517450,1728856,386,47,1,15.832737675699201,14.362971054478116,5.958424693029782,3.871201010907891,7.551186867296149,5.365976015021851,7.865955413933502,6.825460036255307,1,1.9087430191870942
CEB-ILO,CEB,ILO,2024,1,3025.77,53.9,4737.51,3339.23,3445.32,1902,568,0.0056,2.0,0.5096,0.001,1.891,1.9149,0.0813,0.0007,2606,2618,7517450,5909568,386,147,1,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,7.551186867296149,6.343880434126331,7.865955413933502,7.870547844507712,1,2.136560837193152
CEB-MBT,CEB,MBT,2024,1,0.0,0.0,0.0,3339.23,0.0,1902,0,0.0056,0.0,0.5096,0.052,1.891,1.9706,0.0813,0.0011,2606,1909,7517450,4631579,386,93,0,15.832737675699201,15.348408620548742,5.958424693029782,4.543294782270004,7.551186867296149,0.0,7.865955413933502,7.554858521040676,1,3.295255195767143
CEB-MNL,CEB,MNL,2024,1,58083.02,39.85,3637.93,3339.23,3721.53,1902,6095,0.0056,0.1691,0.5096,0.5725,1.891,1.9891,0.0813,0.1717,2606,4565,7517450,7348669,386,1351,1,15.832737675699201,15.81002990243421,5.958424693029782,7.20934025660291,7.551186867296149,8.715388097366482,7.865955413933502,8.42639282708974,0,3.234646417258819
CEB-MPH,CEB,MPH,2024,1,9975.18,66.99,5577.32,3339.23,3939.94,1902,637,0.0056,0.0902,0.5096,1.3168,1.891,1.9746,0.0813,0.0014,2606,2618,7517450,5909568,386,147,1,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,7.551186867296149,6.45833828334479,7.865955413933502,7.870547844507712,1,2.107121557809838
CEB-OZC,CEB,OZC,2024,1,1432.44,66.99,5577.32,3339.23,4248.32,1902,113,0.0056,0.0094,0.5096,0.069,1.891,1.9415,0.0813,0.0078,2606,1573,7517450,2941319,386,135,1,15.832737675699201,14.894369018145523,5.958424693029782,4.912654885736052,7.551186867296149,4.736198448394496,7.865955413933502,7.3613754289773485,1,1.0726590527540083
CEB-PAG,CEB,PAG,2024,1,2242.08,100.0,10000.0,3339.23,6972.34,1902,97,0.0056,0.1565,0.5096,0.0837,1.891,1.9399,0.0813,0.0091,2606,1263,7517450,1953463,386,64,1,15.832737675699201,14.48511476484572,5.958424693029782,4.174387269895637,7.551186867296149,4.584967478670572,7.865955413933502,7.142036574706803,1,1.9744367205227376
CEB-PPS,CEB,PPS,2024,1,643.56,15.0,7450.0,3339.23,3551.77,1902,423,0.0056,0.0354,0.5096,0.2292,1.891,1.3649,0.0813,0.1602,2606,1095,7517450,2810208,386,51,1,15.832737675699201,14.84876941576828,5.958424693029782,3.9512437185814275,7.551186867296149,6.049733455231958,7.865955413933502,6.999422467507961,1,2.082438325369991
CEB-SJI,CEB,SJI,2024,1,0.0,0.0,0.0,3339.23,0.0,1902,0,0.0056,0.225,0.5096,0.0171,1.891,1.9857,0.0813,0.0183,2606,1095,7517450,2810208,386,51,0,15.832737675699201,14.84876941576828,5.958424693029782,3.9512437185814275,7.551186867296149,0.0,7.865955413933502,6.999422467507961,1,3.2746104895184382
CEB-SUG,CEB,SUG,2024,1,809.64,100.0,10000.0,3339.23,10000.0,1902,13,0.0056,0.0282,0.5096,0.0533,1.891,1.8999,0.0813,0.0128,2606,920,7517450,1728856,386,47,1,15.832737675699201,14.362971054478116,5.958424693029782,3.871201010907891,7.551186867296149,2.6390573296152584,7.865955413933502,6.825460036255307,1,3.0646746359072283
CEB-TAC,CEB,TAC,2024,1,1494.72,48.48,5004.62,3339.23,3566.1,1902,384,0.0056,0.0177,0.5096,0.1266,1.891,1.7168,0.0813,0.1699,2606,1528,7517450,1695713,386,103,1,15.832737675699201,14.343614449038526,5.958424693029782,4.6443908991413725,7.551186867296149,5.953243334287785,7.865955413933502,7.332369205929062,1,2.1403839724199303
CEB-TAG,CEB,TAG,2024,1,0.0,0.0,0.0,3339.23,3714.58,1902,293,0.0056,0.0022,0.5096,0.746,1.891,1.9782,0.0813,0.0037,2606,2606,7517450,7517450,386,386,0,15.832737675699201,15.832737675699201,5.958424693029782,5.958424693029782,7.551186867296149,5.683579767338681,7.865955413933502,7.865955413933502,1,2.7689238493803936
CEB-USU,CEB,USU,2024,1,1806.12,32.77,5593.75,3339.23,4595.9,1902,185,0.0056,0.0053,0.5096,0.0456,1.891,1.9757,0.0813,0.0016,2606,1095,7517450,2810208,386,51,1,15.832737675699201,14.84876941576828,5.958424693029782,3.9512437185814275,7.551186867296149,5.225746673713202,7.865955413933502,6.999422467507961,1,1.3672837644748703
CEB-ZAM,CEB,ZAM,2024,1,2574.24,100.0,10000.0,3339.23,5053.51,1902,58,0.0056,0.0394,0.5096,0.0863,1.891,1.405,0.0813,0.2669,2606,1263,7517450,1953463,386,64,1,15.832737675699201,14.48511476484572,5.958424693029782,4.174387269895637,7.551186867296149,4.07753744390572,7.865955413933502,7.142036574706803,1,3.165191439522893
CGM-CEB,CGM,CEB,2024,1,0.0,0.0,0.0,0.0,3148.88,0,1927,0.0017,0.0056,0.0699,0.5096,1.9936,1.891,0.0058,0.0813,1573,2606,2941319,7517450,135,386,0,14.894369018145523,15.832737675699201,4.912654885736052,5.958424693029782,0.0,7.564238475170491,7.3613754289773485,7.865955413933502,0,3.2032252474747356
CGY-CEB,CGY,CEB,2024,1,4920.12,58.23,5135.47,3281.81,3148.88,506,1927,0.072,0.0056,0.0369,0.5096,1.9531,1.891,0.0014,0.0813,1573,2606,2941319,7517450,135,386,1,14.894369018145523,15.832737675699201,4.912654885736052,5.958424693029782,6.2285110035911835,7.564238475170491,7.3613754289773485,7.865955413933502,0,1.5254716527001537
CGY-DVO,CGY,DVO,2024,1,1058.76,100.0,10000.0,3281.81,4838.88,506,730,0.072,0.6037,0.0369,0.4554,1.9531,1.7601,0.0014,0.1592,1573,1837,2941319,4116016,135,205,1,14.894369018145523,15.230396506151067,4.912654885736052,5.327876168789581,6.2285110035911835,6.594413459749778,7.3613754289773485,7.516433302915632,0,2.4273904412012204
CGY-ILO,CGY,ILO,2024,1,0.0,0.0,0.0,3281.81,3445.32,506,568,0.072,2.0,0.0369,0.001,1.9531,1.9149,0.0014,0.0007,1573,2618,2941319,5909568,135,147,0,14.894369018145523,15.592083459480998,4.912654885736052,4.997212273764115,6.2285110035911835,6.343880434126331,7.3613754289773485,7.870547844507712,0,2.5017391128574644
CGY-MNL,CGY,MNL,2024,1,24155.99,41.12,3777.0,3281.81,3721.53,506,6095,0.072,0.1691,0.0369,0.5725,1.9531,1.9891,0.0014,0.1717,1573,4565,2941319,7348669,135,1351,1,14.894369018145523,15.81002990243421,4.912654885736052,7.20934025660291,6.2285110035911835,8.715388097366482,7.3613754289773485,8.42639282708974,0,2.063994781011352
CGY-TAC,CGY,TAC,2024,1,0.0,0.0,0.0,3281.81,3566.1,506,384,0.072,0.0177,0.0369,0.1266,1.9531,1.7168,0.0014,0.1699,1573,1528,2941319,1695713,135,103,0,14.894369018145523,14.343614449038526,4.912654885736052,4.6443908991413725,6.2285110035911835,5.953243334287785,7.3613754289773485,7.332369205929062,1,3.457202003754163
CRK-BSO,CRK,BSO,2024,1,0.0,0.0,0.0,6898.25,10000.0,95,30,0.0065,0.0348,0.1865,0.2377,1.2661,1.996,0.1108,0.0006,3779,1216,5691259,1113791,243,46,0,15.554442222712828,13.923280967493845,5.497168225293202,3.8501476017100584,4.564348191467836,3.4339872044851463,8.237479288613633,7.104144092987527,1,3.5618351257990053
CRK-CEB,CRK,CEB,2024,1,4520.49,100.0,8038.88,6898.25,3148.88,95,1927,0.0065,0.0056,0.1865,0.5096,1.2661,1.891,0.1108,0.0813,3779,2606,5691259,7517450,243,386,1,15.554442222712828,15.832737675699201,5.497168225293202,5.958424693029782,4.564348191467836,7.564238475170491,8.237479288613633,7.865955413933502,0,2.7561976591089246
CRK-DVO,CRK,DVO,2024,1,0.0,0.0,0.0,6898.25,4838.88,95,730,0.0065,0.6037,0.1865,0.4554,1.2661,1.7601,0.1108,0.1592,3779,1837,5691259,4116016,243,205,0,15.554442222712828,15.230396506151067,5.497168225293202,5.327876168789581,4.564348191467836,6.594413459749778,8.237479288613633,7.516433302915632,1,2.78152537390255
CRK-ENI,CRK,ENI,2024,1,0.0,0.0,0.0,6898.25,0.0,95,0,0.0065,0.0141,0.1865,0.2391,1.2661,1.9942,0.1108,0.0021,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,4.564348191467836,0.0,8.237479288613633,6.999422467507961,1,3.670117790272506
CRK-IAO,CRK,IAO,2024,1,0.0,0.0,0.0,6898.25,6020.29,95,213,0.0065,0.0426,0.1865,0.0,1.2661,1.977,0.1108,0.0025,3779,920,5691259,1728856,243,47,0,15.554442222712828,14.362971054478116,5.497168225293202,3.871201010907891,4.564348191467836,5.365976015021851,8.237479288613633,6.825460036255307,1,2.7237731578578948
CRK-ILO,CRK,ILO,2024,1,0.0,0.0,0.0,6898.25,3445.32,95,568,0.0065,2.0,0.1865,0.001,1.2661,1.9149,0.1108,0.0007,3779,2618,5691259,5909568,243,147,0,15.554442222712828,15.592083459480998,5.497168225293202,4.997212273764115,4.564348191467836,6.343880434126331,8.237479288613633,7.870547844507712,1,2.890186229606349
CRK-KLO,CRK,KLO,2024,1,0.0,0.0,0.0,6898.25,10000.0,95,86,0.0065,0.0773,0.1865,0.1044,1.2661,1.8404,0.1108,0.0029,3779,2618,5691259,5909568,243,147,0,15.554442222712828,15.592083459480998,5.497168225293202,4.997212273764115,4.564348191467836,4.465908118654584,8.237479288613633,7.870547844507712,1,3.3430977291192283
CRK-MBT,CRK,MBT,2024,1,0.0,0.0,0.0,6898.25,0.0,95,0,0.0065,0.0,0.1865,0.052,1.2661,1.9706,0.1108,0.0011,3779,1909,5691259,4631579,243,93,0,15.554442222712828,15.348408620548742,5.497168225293202,4.543294782270004,4.564348191467836,0.0,8.237479288613633,7.554858521040676,1,3.6584780574313185
CRK-MNL,CRK,MNL,2024,1,0.0,0.0,0.0,6898.25,3721.53,95,6095,0.0065,0.1691,0.1865,0.5725,1.2661,1.9891,0.1108,0.1717,3779,4565,5691259,7348669,243,1351,0,15.554442222712828,15.81002990243421,5.497168225293202,7.20934025660291,4.564348191467836,8.715388097366482,8.237479288613633,8.42639282708974,0,3.1978302894247665
CRK-MPH,CRK,MPH,2024,1,5470.26,100.0,10000.0,6898.25,3939.94,95,637,0.0065,0.0902,0.1865,1.3168,1.2661,1.9746,0.1108,0.0014,3779,2618,5691259,5909568,243,147,1,15.554442222712828,15.592083459480998,5.497168225293202,4.997212273764115,4.564348191467836,6.45833828334479,8.237479288613633,7.870547844507712,1,2.920653720002469
CRK-PPS,CRK,PPS,2024,1,0.0,0.0,0.0,6898.25,3551.77,95,423,0.0065,0.0354,0.1865,0.2292,1.2661,1.3649,0.1108,0.1602,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,4.564348191467836,6.049733455231958,8.237479288613633,6.999422467507961,1,2.7733410686939584
CRK-SJI,CRK,SJI,2024,1,0.0,0.0,0.0,6898.25,0.0,95,0,0.0065,0.225,0.1865,0.0171,1.2661,1.9857,0.1108,0.0183,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,4.564348191467836,0.0,8.237479288613633,6.999422467507961,1,3.63989405746105
CRK-TAG,CRK,TAG,2024,1,0.0,0.0,0.0,6898.25,3714.58,95,293,0.0065,0.0022,0.1865,0.746,1.2661,1.9782,0.1108,0.0037,3779,2606,5691259,7517450,243,386,0,15.554442222712828,15.832737675699201,5.497168225293202,5.958424693029782,4.564348191467836,5.683579767338681,8.237479288613633,7.865955413933502,1,3.192599908404374
CRK-TBH,CRK,TBH,2024,1,0.0,0.0,0.0,6898.25,0.0,95,0,0.0065,0.0,0.1865,0.0036,1.2661,1.9984,0.1108,0.0002,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,4.564348191467836,0.0,8.237479288613633,6.999422467507961,1,3.6743714953400786
CRK-USU,CRK,USU,2024,1,0.0,0.0,10000.0,6898.25,4595.9,95,185,0.0065,0.0053,0.1865,0.0456,1.2661,1.9757,0.1108,0.0016,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,4.564348191467836,5.225746673713202,8.237479288613633,6.999422467507961,1,2.4409121436453254
CRM-CEB,CRM,CEB,2024,1,0.0,0.0,0.0,10000.0,3148.88,16,1927,0.0586,0.0056,0.0541,0.5096,1.9967,1.891,0.0006,0.0813,1528,2606,1695713,7517450,103,386,0,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,2.833213344056216,7.564238475170491,7.332369205929062,7.865955413933502,0,2.8716852102789483
CRM-MNL,CRM,MNL,2024,1,0.0,0.0,10000.0,10000.0,3721.53,16,6095,0.0586,0.1691,0.0541,0.5725,1.9967,1.9891,0.0006,0.1717,1528,4565,1695713,7348669,103,1351,0,14.343614449038526,15.81002990243421,4.6443908991413725,7.20934025660291,2.833213344056216,8.715388097366482,7.332369205929062,8.42639282708974,0,3.209497149051005
CYP-CEB,CYP,CEB,2024,1,1058.76,100.0,10000.0,5200.0,3148.88,29,1927,0.0009,0.0056,0.3387,0.5096,1.9297,1.891,0.0019,0.0813,1528,2606,1695713,7517450,103,386,1,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,3.4011973816621555,7.564238475170491,7.332369205929062,7.865955413933502,0,1.9007986889853936
CYP-MNL,CYP,MNL,2024,1,0.0,0.0,10000.0,5200.0,3721.53,29,6095,0.0009,0.1691,0.3387,0.5725,1.9297,1.9891,0.0019,0.1717,1528,4565,1695713,7348669,103,1351,0,14.343614449038526,15.81002990243421,4.6443908991413725,7.20934025660291,3.4011973816621555,8.715388097366482,7.332369205929062,8.42639282708974,0,2.3422485849466383
CYP-TAC,CYP,TAC,2024,1,0.0,0.0,0.0,5200.0,3566.1,29,384,0.0009,0.0177,0.3387,0.1266,1.9297,1.7168,0.0019,0.1699,1528,1528,1695713,1695713,103,103,0,14.343614449038526,14.343614449038526,4.6443908991413725,4.6443908991413725,3.4011973816621555,5.953243334287785,7.332369205929062,7.332369205929062,0,3.552039690691325
CYZ-MNL,CYZ,MNL,2024,1,4826.7,100.0,10000.0,10000.0,3721.53,30,6095,0.1052,0.1691,0.0793,0.5725,1.6779,1.9891,0.0065,0.1717,1216,4565,1113791,7348669,46,1351,1,13.923280967493845,15.81002990243421,3.8501476017100584,7.20934025660291,3.4339872044851463,8.715388097366482,7.104144092987527,8.42639282708974,0,3.515563282054901
DGT-CEB,DGT,CEB,2024,1,0.0,0.0,0.0,5034.2,3148.88,133,1927,0.0,0.0056,0.1754,0.5096,1.9427,1.891,0.0084,0.0813,2606,2606,7517450,7517450,386,386,0,15.832737675699201,15.832737675699201,5.958424693029782,5.958424693029782,4.897839799950911,7.564238475170491,7.865955413933502,7.865955413933502,0,2.7665724435407184
DGT-ILO,DGT,ILO,2024,1,0.0,0.0,0.0,5034.2,3445.32,133,568,0.0,2.0,0.1754,0.001,1.9427,1.9149,0.0084,0.0007,2606,2618,7517450,5909568,386,147,0,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,4.897839799950911,6.343880434126331,7.865955413933502,7.870547844507712,1,2.866531285785402
DGT-MNL,DGT,MNL,2024,1,11584.08,54.14,5034.28,5034.2,3721.53,133,6095,0.0,0.1691,0.1754,0.5725,1.9427,1.9891,0.0084,0.1717,2606,4565,7517450,7348669,386,1351,1,15.832737675699201,15.81002990243421,5.958424693029782,7.20934025660291,4.897839799950911,8.715388097366482,7.865955413933502,8.42639282708974,0,2.8614391882393333
DPL-CEB,DPL,CEB,2024,1,0.0,0.0,0.0,5178.96,3148.88,74,1927,0.0248,0.0056,0.2653,0.5096,1.9409,1.891,0.0123,0.0813,1263,2606,1953463,7517450,64,386,0,14.48511476484572,15.832737675699201,4.174387269895637,5.958424693029782,4.31748811353631,7.564238475170491,7.142036574706803,7.865955413933502,0,1.6951653783596325
DPL-MNL,DPL,MNL,2024,1,7079.16,59.46,5178.98,5178.96,3721.53,74,6095,0.0248,0.1691,0.2653,0.5725,1.9409,1.9891,0.0123,0.1717,1263,4565,1953463,7348669,64,1351,1,14.48511476484572,15.81002990243421,4.174387269895637,7.20934025660291,4.31748811353631,8.715388097366482,7.142036574706803,8.42639282708974,0,1.8471287216572583
DRP-CEB,DRP,CEB,2024,1,0.0,0.0,0.0,5419.38,3148.88,137,1927,2.0,0.0056,0.0165,0.5096,1.3268,1.891,0.0008,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,4.927253685157205,7.564238475170491,7.554858521040676,7.865955413933502,0,1.798143282801924
DRP-ILO,DRP,ILO,2024,1,0.0,0.0,0.0,5419.38,3445.32,137,568,2.0,2.0,0.0165,0.001,1.3268,1.9149,0.0008,0.0007,1909,2618,4631579,5909568,93,147,0,15.348408620548742,15.592083459480998,4.543294782270004,4.997212273764115,4.927253685157205,6.343880434126331,7.554858521040676,7.870547844507712,0,2.414247066920176
DRP-MNL,DRP,MNL,2024,1,6596.49,35.52,5419.34,5419.38,3721.53,137,6095,2.0,0.1691,0.0165,0.5725,1.3268,1.9891,0.0008,0.1717,1909,4565,4631579,7348669,93,1351,1,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,4.927253685157205,8.715388097366482,7.554858521040676,8.42639282708974,0,1.9453026220415472
DVO-BCD,DVO,BCD,2024,1,3700.47,100.0,10000.0,4857.15,3587.66,772,441,0.6037,0.0525,0.4554,0.1407,1.7601,1.7466,0.1592,0.1829,1837,2618,4116016,5909568,205,147,1,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.650279048587422,6.091309882077698,7.516433302915632,7.870547844507712,0,2.718420142066071
