Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
DPL-CEB,DPL,CEB,2023,5,0.0,0.0,0.0,5371.9,3010.62,66,1840,0.0248,0.0056,0.2653,0.5096,1.9409,1.891,0.0123,0.0813,1263,2606,1953463,7517450,64,386,0,14.48511476484572,15.832737675699201,4.174387269895637,5.958424693029782,4.204692619390966,7.518064181233078,7.142036574706803,7.865955413933502,0,1.714724458871919
DPL-MNL,DPL,MNL,2023,5,6749.568,63.64,5372.1,5371.9,3632.94,66,5470,0.0248,0.1691,0.2653,0.5725,1.9409,1.9891,0.0123,0.1717,1263,4565,1953463,7348669,64,1351,1,14.48511476484572,15.81002990243421,4.174387269895637,7.20934025660291,4.204692619390966,8.607216694063826,7.142036574706803,8.42639282708974,0,1.8439618036041439
DRP-CEB,DRP,CEB,2023,5,0.0,0.0,0.0,5001.25,3010.62,136,1840,2.0,0.0056,0.0165,0.5096,1.3268,1.891,0.0008,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,4.919980925828125,7.518064181233078,7.554858521040676,7.865955413933502,0,1.7998767792659123
DRP-ILO,DRP,ILO,2023,5,0.0,0.0,0.0,5001.25,3224.01,136,519,2.0,2.0,0.0165,0.001,1.3268,1.9149,0.0008,0.0007,1909,2618,4631579,5909568,93,147,0,15.348408620548742,15.592083459480998,4.543294782270004,4.997212273764115,4.919980925828125,6.253828811575473,7.554858521040676,7.870547844507712,0,2.4251882793712953
DRP-MNL,DRP,MNL,2023,5,8999.424,49.21,5001.25,5001.25,3632.94,136,5470,2.0,0.1691,0.0165,0.5725,1.3268,1.9891,0.0008,0.1717,1909,4565,4631579,7348669,93,1351,1,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,4.919980925828125,8.607216694063826,7.554858521040676,8.42639282708974,0,1.9195909247600582
DVO-BCD,DVO,BCD,2023,5,3772.224,100.0,10000.0,4840.91,3542.34,719,424,0.6037,0.0525,0.4554,0.1407,1.7601,1.7466,0.1592,0.1829,1837,2618,4116016,5909568,205,147,1,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.579251212010101,6.052089168924417,7.516433302915632,7.870547844507712,0,2.712024243869181
DVO-CBO,DVO,CBO,2023,5,0.0,0.0,0.0,4840.91,10000.0,719,44,0.6037,0.165,0.4554,0.0388,1.7601,1.9501,0.1592,0.0101,1837,940,4116016,1878952,205,6,0,15.230396506151067,14.446225264777816,5.327876168789581,1.9459101490553132,6.579251212010101,3.8066624897703196,7.516433302915632,6.846943139585379,1,3.78694723875209
DVO-CEB,DVO,CEB,2023,5,12052.8,62.4,5307.52,4840.91,3010.62,719,1840,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837,2606,4116016,7517450,205,386,1,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.579251212010101,7.518064181233078,7.516433302915632,7.865955413933502,0,2.0903968424665504
DVO-CGY,DVO,CGY,2023,5,1057.536,100.0,10000.0,4840.91,2949.79,719,455,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837,1573,4116016,2941319,205,135,1,15.230396506151067,14.894369018145523,5.327876168789581,4.912654885736052,6.579251212010101,6.1224928095143865,7.516433302915632,7.3613754289773485,1,2.466190362366611
DVO-CRK,DVO,CRK,2023,5,0.0,0.0,0.0,4840.91,8803.94,719,89,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837,3779,4116016,5691259,205,243,0,15.230396506151067,15.554442222712828,5.327876168789581,5.497168225293202,6.579251212010101,4.499809670330265,7.516433302915632,8.237479288613633,0,3.2727952432967995
DVO-DGT,DVO,DGT,2023,5,0.0,0.0,0.0,4840.91,5164.81,719,138,0.6037,0.0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.579251212010101,4.9344739331306915,7.516433302915632,7.865955413933502,0,2.8576823852989834
DVO-IAO,DVO,IAO,2023,5,808.704,100.0,10000.0,4840.91,5418.62,719,222,0.6037,0.0426,0.4554,0.0,1.7601,1.977,0.1592,0.0025,1837,920,4116016,1728856,205,47,1,15.230396506151067,14.362971054478116,5.327876168789581,3.871201010907891,6.579251212010101,5.407171771460119,7.516433302915632,6.825460036255307,1,2.6781399834893547
DVO-ILO,DVO,ILO,2023,5,0.0,0.0,0.0,4840.91,3224.01,719,519,0.6037,2.0,0.4554,0.001,1.7601,1.9149,0.1592,0.0007,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.579251212010101,6.253828811575473,7.516433302915632,7.870547844507712,1,2.8175163534062277
DVO-MNL,DVO,MNL,2023,5,45325.44,48.02,4990.23,4840.91,3632.94,719,5470,0.6037,0.1691,0.4554,0.5725,1.7601,1.9891,0.1592,0.1717,1837,4565,4116016,7348669,205,1351,1,15.230396506151067,15.81002990243421,5.327876168789581,7.20934025660291,6.579251212010101,8.607216694063826,7.516433302915632,8.42639282708974,0,2.4786536900150318
DVO-MPH,DVO,MPH,2023,5,0.0,0.0,0.0,4840.91,4140.98,719,709,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.579251212010101,6.565264970035361,7.516433302915632,7.870547844507712,1,2.7762247861874276
DVO-PPS,DVO,PPS,2023,5,0.0,0.0,0.0,4840.91,3572.53,719,397,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837,1095,4116016,2810208,205,51,0,15.230396506151067,14.84876941576828,5.327876168789581,3.9512437185814275,6.579251212010101,5.986452005284438,7.516433302915632,6.999422467507961,1,2.6748612173170248
DVO-TAG,DVO,TAG,2023,5,0.0,0.0,10000.0,4840.91,3859.89,719,283,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0037,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.579251212010101,5.648974238161206,7.516433302915632,7.865955413933502,0,2.7950412121464154
DVO-ZAM,DVO,ZAM,2023,5,0.0,0.0,0.0,4840.91,5385.8,719,72,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837,1263,4116016,1953463,205,64,0,15.230396506151067,14.48511476484572,5.327876168789581,4.174387269895637,6.579251212010101,4.290459441148391,7.516433302915632,7.142036574706803,1,3.4215941897221622
ENI-CEB,ENI,CEB,2023,5,0.0,0.0,0.0,0.0,3010.62,0,1840,0.0141,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,7.518064181233078,6.999422467507961,7.865955413933502,0,3.288605461241624
ENI-CRK,ENI,CRK,2023,5,0.0,0.0,0.0,0.0,8803.94,0,89,0.0141,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095,3779,2810208,5691259,51,243,0,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,0.0,4.499809670330265,6.999422467507961,8.237479288613633,0,3.978375177564059
ENI-MNL,ENI,MNL,2023,5,0.0,0.0,0.0,0.0,3632.94,0,5470,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,0.0,8.607216694063826,6.999422467507961,8.42639282708974,0,3.5496543601289505
ENI-MPH,ENI,MPH,2023,5,0.0,0.0,0.0,0.0,4140.98,0,709,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,0.0,6.565264970035361,6.999422467507961,7.870547844507712,0,3.633248001602968
ENI-TAG,ENI,TAG,2023,5,0.0,0.0,0.0,0.0,3859.89,0,283,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,5.648974238161206,6.999422467507961,7.865955413933502,0,3.570340670204016
ENI-USU,ENI,USU,2023,5,0.0,0.0,0.0,0.0,5274.54,0,157,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,0.0,5.062595033026967,6.999422467507961,6.999422467507961,0,4.761780327972924
EUQ-MNL,EUQ,MNL,2023,5,0.0,0.0,10000.0,10000.0,3632.94,12,5470,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,2.5649493574615367,8.607216694063826,7.870547844507712,8.42639282708974,0,3.49827459189221
GES-CEB,GES,CEB,2023,5,5142.528,100.0,10000.0,5608.93,3010.62,175,1840,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,1,14.349609836856978,15.832737675699201,4.418840607796598,5.958424693029782,5.170483995038151,7.518064181233078,7.3938782901077555,7.865955413933502,0,1.9246421314322908
GES-ILO,GES,ILO,2023,5,2731.968,100.0,10000.0,5608.93,3224.01,175,519,0.0677,2.0,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,1,14.349609836856978,15.592083459480998,4.418840607796598,4.997212273764115,5.170483995038151,6.253828811575473,7.3938782901077555,7.870547844507712,0,2.5191723053303647
GES-MNL,GES,MNL,2023,5,17601.408,58.88,5157.71,5608.93,3632.94,175,5470,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1,14.349609836856978,15.81002990243421,4.418840607796598,7.20934025660291,5.170483995038151,8.607216694063826,7.3938782901077555,8.42639282708974,0,1.9931320066852591
IAO-CEB,IAO,CEB,2023,5,4665.6,60.89,5237.18,5020.12,3010.62,196,1840,0.0426,0.0056,0.0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,5.2832037287379885,7.518064181233078,6.825460036255307,7.865955413933502,0,1.8184421020900943
IAO-CRK,IAO,CRK,2023,5,0.0,0.0,0.0,5020.12,8803.94,196,89,0.0426,0.0065,0.0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0,14.362971054478116,15.554442222712828,3.871201010907891,5.497168225293202,5.2832037287379885,4.499809670330265,6.825460036255307,8.237479288613633,0,3.106706986932465
IAO-DVO,IAO,DVO,2023,5,870.912,100.0,10000.0,5020.12,4873.63,196,713,0.0426,0.6037,0.0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,1,14.362971054478116,15.230396506151067,3.871201010907891,5.327876168789581,5.2832037287379885,6.570882962339584,6.825460036255307,7.516433302915632,0,2.6150218329536434
IAO-MNL,IAO,MNL,2023,5,0.0,0.0,10000.0,5020.12,3632.94,196,5470,0.0426,0.1691,0.0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,5.2832037287379885,8.607216694063826,6.825460036255307,8.42639282708974,0,2.5700989379351435
ILO-BCD,ILO,BCD,2023,5,160.704,100.0,10000.0,3214.89,3542.34,539,424,2.0,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,1,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.29156913955832,6.052089168924417,7.870547844507712,7.870547844507712,0,2.8480979423544404
ILO-CEB,ILO,CEB,2023,5,3421.44,55.34,5057.03,3214.89,3010.62,539,1840,2.0,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.29156913955832,7.518064181233078,7.870547844507712,7.865955413933502,0,2.261986159094196
ILO-CGY,ILO,CGY,2023,5,0.0,0.0,0.0,3214.89,2949.79,539,455,2.0,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,0,15.592083459480998,14.894369018145523,4.997212273764115,4.912654885736052,6.29156913955832,6.1224928095143865,7.870547844507712,7.3613754289773485,1,2.4976183631897397
ILO-CRK,ILO,CRK,2023,5,0.0,0.0,0.0,3214.89,8803.94,539,89,2.0,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,0,15.592083459480998,15.554442222712828,4.997212273764115,5.497168225293202,6.29156913955832,4.499809670330265,7.870547844507712,8.237479288613633,0,3.386410355295937
ILO-DGT,ILO,DGT,2023,5,0.0,0.0,0.0,3214.89,5164.81,539,138,2.0,0.0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.29156913955832,4.9344739331306915,7.870547844507712,7.865955413933502,0,2.987128220407936
ILO-DRP,ILO,DRP,2023,5,0.0,0.0,0.0,3214.89,5000.79,539,135,2.0,2.0,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,0,15.592083459480998,15.348408620548742,4.997212273764115,4.543294782270004,6.29156913955832,4.912654885736052,7.870547844507712,7.554858521040676,1,2.326198857695878
ILO-DVO,ILO,DVO,2023,5,0.0,0.0,0.0,3214.89,4873.63,539,713,2.0,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,0,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,6.29156913955832,6.570882962339584,7.870547844507712,7.516433302915632,1,2.7802639787645145
ILO-GES,ILO,GES,2023,5,2571.264,100.0,10000.0,3214.89,5599.27,539,174,2.0,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,1,15.592083459480998,14.349609836856978,4.997212273764115,4.418840607796598,6.29156913955832,5.1647859739235145,7.870547844507712,7.3938782901077555,1,2.506524702934444
ILO-KLO,ILO,KLO,2023,5,0.0,0.0,0.0,3214.89,6250.0,539,124,2.0,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.29156913955832,4.8283137373023015,7.870547844507712,7.870547844507712,1,2.7156893216333398
ILO-MNL,ILO,MNL,2023,5,29106.432,41.59,3538.27,3214.89,3632.94,539,5470,2.0,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,6.29156913955832,8.607216694063826,7.870547844507712,8.42639282708974,0,2.645042913202776
ILO-MPH,ILO,MPH,2023,5,0.0,0.0,0.0,3214.89,4140.98,539,709,2.0,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.29156913955832,6.565264970035361,7.870547844507712,7.870547844507712,1,2.865239919387933
ILO-PPS,ILO,PPS,2023,5,0.0,0.0,0.0,3214.89,3572.53,539,397,2.0,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,0,15.592083459480998,14.84876941576828,4.997212273764115,3.9512437185814275,6.29156913955832,5.986452005284438,7.870547844507712,6.999422467507961,1,2.7671390033967316
ILO-TAC,ILO,TAC,2023,5,0.0,0.0,0.0,3214.89,3404.32,539,322,2.0,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,0,15.592083459480998,14.343614449038526,4.997212273764115,4.6443908991413725,6.29156913955832,5.777652323222656,7.870547844507712,7.332369205929062,1,2.8936932869205356
ILO-TAG,ILO,TAG,2023,5,0.0,0.0,0.0,3214.89,3859.89,539,283,2.0,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.29156913955832,5.648974238161206,7.870547844507712,7.865955413933502,0,2.896142010038623
ILO-ZAM,ILO,ZAM,2023,5,0.0,0.0,0.0,3214.89,5385.8,539,72,2.0,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,0,15.592083459480998,14.48511476484572,4.997212273764115,4.174387269895637,6.29156913955832,4.290459441148391,7.870547844507712,7.142036574706803,1,3.494206996065517
KLO-MNL,KLO,MNL,2023,5,4981.824,25.0,6250.0,6250.0,3632.94,124,5470,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,4.8283137373023015,8.607216694063826,7.870547844507712,8.42639282708974,0,2.4562428766993047
KLO-MPH,KLO,MPH,2023,5,0.0,0.0,0.0,6250.0,4140.98,124,709,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,4.8283137373023015,6.565264970035361,7.870547844507712,7.870547844507712,0,2.8038168969027684
LAO-MNL,LAO,MNL,2023,5,1285.632,13.86,7612.2,7611.84,3632.94,57,5470,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,1,14.434686603161763,15.81002990243421,4.07753744390572,7.20934025660291,4.060443010546419,8.607216694063826,7.459914766241105,8.42639282708974,0,2.2642446745306932
LGP-MNL,LGP,MNL,2023,5,0.0,0.0,0.0,0.0,3632.94,0,5470,2.0,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.607216694063826,7.554858521040676,8.42639282708974,0,3.5620168768433995
MBT-CEB,MBT,CEB,2023,5,0.0,0.0,0.0,0.0,3010.62,0,1840,0.0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,0.0,7.518064181233078,7.554858521040676,7.865955413933502,0,3.321377084493663
MBT-CRK,MBT,CRK,2023,5,0.0,0.0,0.0,0.0,8803.94,0,89,0.0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0,15.348408620548742,15.554442222712828,4.543294782270004,5.497168225293202,0.0,4.499809670330265,7.554858521040676,8.237479288613633,0,4.0055073225684215
MBT-MNL,MBT,MNL,2023,5,0.0,0.0,0.0,0.0,3632.94,0,5470,0.0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.607216694063826,7.554858521040676,8.42639282708974,0,3.580037141437762
MNL-BAG,MNL,BAG,2023,5,0.0,0.0,0.0,3764.76,0.0,4981,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0,15.81002990243421,14.500379568829993,7.20934025660291,3.6635616461296463,8.513586695822125,0.0,8.42639282708974,6.4425401664681985,1,4.131658982575048
MNL-BCD,MNL,BCD,2023,5,27235.008,46.3,3591.45,3764.76,3542.34,4981,424,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.513586695822125,6.052089168924417,8.42639282708974,7.870547844507712,1,2.935397953708508
MNL-BSO,MNL,BSO,2023,5,0.0,0.0,10000.0,3764.76,10000.0,4981,27,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.513586695822125,3.332204510175204,8.42639282708974,7.104144092987527,1,3.5575153716525474
MNL-BXU,MNL,BXU,2023,5,17838.144,72.2,5985.68,3764.76,5006.33,4981,203,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,8.513586695822125,5.318119993844216,8.42639282708974,6.825460036255307,1,3.7423550417100797
MNL-CBO,MNL,CBO,2023,5,0.0,0.0,10000.0,3764.76,10000.0,4981,44,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0,15.81002990243421,14.446225264777816,7.20934025660291,1.9459101490553132,8.513586695822125,3.8066624897703196,8.42639282708974,6.846943139585379,1,3.8418328999874958
MNL-CEB,MNL,CEB,2023,5,39909.888,36.34,3493.45,3764.76,3010.62,4981,1840,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.513586695822125,7.518064181233078,8.42639282708974,7.865955413933502,1,3.2040271487325507
MNL-CGY,MNL,CGY,2023,5,22980.672,46.88,3686.23,3764.76,2949.79,4981,455,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1,15.81002990243421,14.894369018145523,7.20934025660291,4.912654885736052,8.513586695822125,6.1224928095143865,8.42639282708974,7.3613754289773485,1,2.1457759124881104
MNL-CRK,MNL,CRK,2023,5,0.0,0.0,0.0,3764.76,8803.94,4981,89,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0,15.81002990243421,15.554442222712828,7.20934025660291,5.497168225293202,8.513586695822125,4.499809670330265,8.42639282708974,8.237479288613633,1,3.376652824818399
MNL-CRM,MNL,CRM,2023,5,0.0,0.0,10000.0,3764.76,10000.0,4981,18,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.513586695822125,2.9444389791664403,8.42639282708974,7.332369205929062,1,3.19764150147196
MNL-CYP,MNL,CYP,2023,5,0.0,0.0,10000.0,3764.76,5000.02,4981,33,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.513586695822125,3.5263605246161616,8.42639282708974,7.332369205929062,1,2.427432372196353
MNL-CYZ,MNL,CYZ,2023,5,4499.712,100.0,10000.0,3764.76,10000.0,4981,28,0.1691,0.1052,0.5725,0.0793,1.9891,1.6779,0.1717,0.0065,4565,1216,7348669,1113791,1351,46,1,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.513586695822125,3.367295829986474,8.42639282708974,7.104144092987527,1,3.542606989247279
MNL-DGT,MNL,DGT,2023,5,13177.728,60.58,5223.87,3764.76,5164.81,4981,138,0.1691,0.0,0.5725,0.1754,1.9891,1.9427,0.1717,0.0084,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.513586695822125,4.9344739331306915,8.42639282708974,7.865955413933502,1,2.802843574278029
MNL-DPL,MNL,DPL,2023,5,6749.568,62.69,5322.07,3764.76,5321.9,4981,67,0.1691,0.0248,0.5725,0.2653,1.9891,1.9409,0.1717,0.0123,4565,1263,7348669,1953463,1351,64,1,15.81002990243421,14.48511476484572,7.20934025660291,4.174387269895637,8.513586695822125,4.219507705176107,8.42639282708974,7.142036574706803,1,1.949211065128114
MNL-DRP,MNL,DRP,2023,5,8999.424,49.37,5000.79,3764.76,5000.79,4981,135,0.1691,2.0,0.5725,0.0165,1.9891,1.3268,0.1717,0.0008,4565,1909,7348669,4631579,1351,93,1,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.513586695822125,4.912654885736052,8.42639282708974,7.554858521040676,1,1.9298199900785622
