DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS
1/2/2023 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:02:00,9:05:00,9:51:00,10:20:00,Landed 10:53 AM,PR2849,Philippine Airlines,230
12/14/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:06:00,8:40:00,11:05:00,10:05:00,Landed 12:11 PM,PR2849,Philippine Airlines,230
12/14/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),-,8:40:00,8:40:00,10:05:00,Landed 10:05 AM,PR2849,Philippine Airlines,230
12/11/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:56:00,8:40:00,8:50:00,10:05:00,Landed 9:46 AM,PR2849,Philippine Airlines,230
12/10/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:01:00,8:40:00,8:48:00,10:05:00,Landed 9:48 AM,PR2849,Philippine Airlines,230
12/7/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:05:00,8:40:00,8:56:00,10:05:00,Landed 10:01 AM,PR2849,Philippine Airlines,230
11/19/2022 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:08:00,8:40:00,8:59:00,10:05:00,Landed 10:07 AM,PR2849,Philippine Airlines,230
10/4/2022 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:58:00,10:20:00,10:22:00,11:45:00,Landed 11:20 AM,PR2849,Philippine Airlines,186
9/16/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/15/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/14/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/13/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/11/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT7,,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/10/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),,9:40:00,,10:40:00,Scheduled,DG6850,Cebgo,72
9/9/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:40:00,9:40:00,9:32:00,10:40:00,Landed 10:12 AM,DG6850,Cebgo,72
9/8/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7287),0:40:00,9:40:00,9:34:00,10:40:00,Landed 10:15 AM,DG6850,Cebgo,72
9/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:53:00,9:40:00,9:28:00,10:40:00,Landed 10:21 AM,DG6850,Cebgo,72
9/6/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:45:00,9:40:00,9:32:00,10:40:00,Landed 10:17 AM,DG6850,Cebgo,72
9/5/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:45:00,9:40:00,9:21:00,10:40:00,Landed 10:05 AM,DG6850,Cebgo,72
9/4/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:43:00,9:40:00,9:28:00,10:40:00,Landed 10:11 AM,DG6850,Cebgo,72
9/3/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:45:00,9:40:00,9:30:00,10:40:00,Landed 10:15 AM,DG6850,Cebgo,72
9/2/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,9:40:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
9/1/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7287),0:44:00,9:40:00,9:24:00,10:40:00,Landed 10:09 AM,DG6850,Cebgo,72
8/30/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:44:00,9:40:00,9:36:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
8/28/2025 0:00,Cebu (CEB),Butuan (BXU),AT76 (RP-C7283),0:41:00,11:19:00,11:19:00,12:00:00,Landed 12:00 PM,DG6850,Cebgo,72
8/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:42:00,9:40:00,9:37:00,10:40:00,Landed 10:18 AM,DG6850,Cebgo,72
8/26/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:45:00,9:40:00,9:27:00,10:40:00,Landed 10:12 AM,DG6850,Cebgo,72
8/23/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:43:00,9:40:00,10:12:00,10:40:00,Landed 10:55 AM,DG6850,Cebgo,72
8/21/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7287),0:51:00,9:40:00,9:35:00,10:40:00,Landed 10:26 AM,DG6850,Cebgo,72
8/19/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7295),0:37:00,9:40:00,9:56:00,10:40:00,Landed 10:33 AM,DG6850,Cebgo,72
8/16/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:44:00,9:40:00,9:40:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
8/14/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:49:00,9:40:00,9:35:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
8/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:43:00,9:40:00,9:36:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
8/9/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:43:00,9:40:00,9:36:00,10:40:00,Landed 10:18 AM,DG6850,Cebgo,72
8/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:44:00,9:40:00,15:00:00,10:40:00,Landed 3:44 PM,DG6850,Cebgo,72
8/7/2025 0:00,Cebu (CEB),Del Carmin (IAO),AT76 (RP-C7280),0:41:00,6:49:00,6:03:00,6:44:00,Landed 6:44 AM,DG6850,Cebgo,72
8/5/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7291),0:41:00,9:40:00,9:46:00,10:40:00,Landed 10:27 AM,DG6850,Cebgo,72
8/2/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7291),0:43:00,9:40:00,9:49:00,10:40:00,Landed 10:32 AM,DG6850,Cebgo,72
7/31/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:55:00,9:40:00,9:29:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
7/29/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:48:00,9:40:00,9:35:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
7/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:51:00,9:40:00,9:48:00,10:40:00,Landed 10:39 AM,DG6850,Cebgo,72
7/27/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:45:00,9:40:00,9:48:00,10:40:00,Landed 10:32 AM,DG6850,Cebgo,72
7/26/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:49:00,9:40:00,9:44:00,10:40:00,Landed 10:33 AM,DG6850,Cebgo,72
7/24/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,9:36:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
7/22/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:49:00,9:40:00,9:44:00,10:40:00,Landed 10:33 AM,DG6850,Cebgo,72
7/21/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:50:00,9:40:00,9:35:00,10:40:00,Landed 10:25 AM,DG6850,Cebgo,72
7/20/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:46:00,9:40:00,16:41:00,10:40:00,Landed 5:27 PM,DG6850,Cebgo,72
7/19/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:48:00,9:40:00,9:51:00,10:40:00,Landed 10:38 AM,DG6850,Cebgo,72
7/17/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:49:00,9:40:00,10:11:00,10:40:00,Landed 11:00 AM,DG6850,Cebgo,72
7/15/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:49:00,9:40:00,9:23:00,10:40:00,Landed 10:13 AM,DG6850,Cebgo,72
7/14/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:46:00,9:40:00,9:36:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
7/13/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:41:00,9:40:00,10:04:00,10:40:00,Landed 10:46 AM,DG6850,Cebgo,72
7/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:42:00,9:40:00,9:38:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
7/10/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:49:00,9:40:00,9:28:00,10:40:00,Landed 10:16 AM,DG6850,Cebgo,72
7/8/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:40:00,9:40:00,9:49:00,10:40:00,Landed 10:29 AM,DG6850,Cebgo,72
7/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:41:00,9:40:00,9:39:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
7/6/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:40:00,9:40:00,9:40:00,10:40:00,Landed 10:21 AM,DG6850,Cebgo,72
7/5/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:47:00,9:40:00,9:31:00,10:40:00,Landed 10:18 AM,DG6850,Cebgo,72
7/3/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:43:00,9:40:00,9:38:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
7/1/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:43:00,9:40:00,10:27:00,10:40:00,Landed 11:10 AM,DG6850,Cebgo,72
6/30/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:45:00,9:40:00,9:30:00,10:40:00,Landed 10:15 AM,DG6850,Cebgo,72
6/29/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,9:59:00,10:40:00,Landed 10:43 AM,DG6850,Cebgo,72
6/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7287),0:48:00,9:40:00,9:23:00,10:40:00,Landed 10:11 AM,DG6850,Cebgo,72
6/27/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:41:00,9:40:00,9:23:00,10:40:00,Landed 10:03 AM,DG6850,Cebgo,72
6/26/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:46:00,9:40:00,9:49:00,10:40:00,Landed 10:35 AM,DG6850,Cebgo,72
6/25/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:41:00,9:40:00,9:36:00,10:40:00,Landed 10:17 AM,DG6850,Cebgo,72
6/24/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:44:00,9:40:00,9:44:00,10:40:00,Landed 10:28 AM,DG6850,Cebgo,72
6/23/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:45:00,9:40:00,9:41:00,10:40:00,Landed 10:26 AM,DG6850,Cebgo,72
6/22/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:44:00,9:40:00,9:35:00,10:40:00,Landed 10:18 AM,DG6850,Cebgo,72
6/21/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:40:00,9:40:00,9:34:00,10:40:00,Landed 10:14 AM,DG6850,Cebgo,72
6/20/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:40:00,9:40:00,9:49:00,10:40:00,Landed 10:29 AM,DG6850,Cebgo,72
6/19/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:42:00,9:40:00,10:58:00,10:40:00,Landed 11:40 AM,DG6850,Cebgo,72
6/18/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:42:00,9:40:00,9:54:00,10:40:00,Landed 10:36 AM,DG6850,Cebgo,72
6/17/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:44:00,9:40:00,9:38:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
6/16/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:39:00,9:40:00,9:17:00,10:40:00,Landed 9:55 AM,DG6850,Cebgo,72
6/15/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,9:36:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
6/13/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:38:00,9:40:00,9:53:00,10:40:00,Landed 10:31 AM,DG6850,Cebgo,72
6/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:41:00,9:40:00,9:39:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
6/11/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:46:00,9:40:00,9:31:00,10:40:00,Landed 10:17 AM,DG6850,Cebgo,72
6/10/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:50:00,9:40:00,9:33:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
6/9/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:51:00,9:40:00,9:46:00,10:40:00,Landed 10:37 AM,DG6850,Cebgo,72
6/8/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:48:00,9:40:00,9:32:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
6/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:46:00,9:40:00,9:36:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
6/6/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:45:00,9:40:00,9:27:00,10:40:00,Landed 10:12 AM,DG6850,Cebgo,72
6/5/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:45:00,9:40:00,9:22:00,10:40:00,Landed 10:07 AM,DG6850,Cebgo,72
6/4/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:44:00,9:40:00,9:38:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
6/3/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:45:00,9:40:00,10:01:00,10:40:00,Landed 10:46 AM,DG6850,Cebgo,72
6/2/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:42:00,9:40:00,9:41:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
6/1/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:44:00,9:40:00,9:44:00,10:40:00,Landed 10:28 AM,DG6850,Cebgo,72
5/31/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:44:00,9:40:00,9:39:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
5/30/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:47:00,9:40:00,9:30:00,10:40:00,Landed 10:17 AM,DG6850,Cebgo,72
5/29/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:47:00,9:40:00,10:08:00,10:40:00,Landed 10:55 AM,DG6850,Cebgo,72
5/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:40:00,9:40:00,9:46:00,10:40:00,Landed 10:26 AM,DG6850,Cebgo,72
5/27/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:45:00,9:40:00,9:21:00,10:40:00,Landed 10:06 AM,DG6850,Cebgo,72
5/26/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:41:00,9:40:00,9:40:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
5/24/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:44:00,9:40:00,9:40:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
5/23/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:40:00,9:40:00,10:35:00,10:40:00,Landed 11:15 AM,DG6850,Cebgo,72
5/22/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:45:00,9:40:00,11:15:00,10:40:00,Landed 11:59 AM,DG6850,Cebgo,72
5/21/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:46:00,9:40:00,9:42:00,10:40:00,Landed 10:28 AM,DG6850,Cebgo,72
5/20/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,10:05:00,10:40:00,Landed 10:50 AM,DG6850,Cebgo,72
5/19/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:50:00,9:40:00,9:33:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
5/18/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:44:00,9:40:00,9:38:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
5/17/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:45:00,9:40:00,10:01:00,10:40:00,Landed 10:46 AM,DG6850,Cebgo,72
5/16/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:50:00,9:40:00,9:46:00,10:40:00,Landed 10:37 AM,DG6850,Cebgo,72
5/15/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:41:00,9:40:00,10:06:00,10:40:00,Landed 10:47 AM,DG6850,Cebgo,72
5/14/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7290),0:51:00,9:40:00,9:36:00,10:40:00,Landed 10:27 AM,DG6850,Cebgo,72
5/13/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:43:00,9:40:00,9:39:00,10:40:00,Landed 10:23 AM,DG6850,Cebgo,72
5/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7282),0:41:00,9:40:00,9:41:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
5/11/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:47:00,9:40:00,9:42:00,10:40:00,Landed 10:29 AM,DG6850,Cebgo,72
5/10/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:48:00,9:40:00,9:35:00,10:40:00,Landed 10:24 AM,DG6850,Cebgo,72
5/9/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:45:00,9:40:00,10:30:00,10:40:00,Landed 11:15 AM,DG6850,Cebgo,72
5/8/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:40:00,9:40:00,11:25:00,10:40:00,Landed 12:05 PM,DG6850,Cebgo,72
5/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7291),0:46:00,9:40:00,9:40:00,10:40:00,Landed 10:26 AM,DG6850,Cebgo,72
5/6/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7291),0:45:00,9:40:00,9:55:00,10:40:00,Landed 10:40 AM,DG6850,Cebgo,72
5/5/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:50:00,9:40:00,9:44:00,10:40:00,Landed 10:34 AM,DG6850,Cebgo,72
5/3/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:44:00,9:40:00,9:46:00,10:40:00,Landed 10:31 AM,DG6850,Cebgo,72
5/2/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7288),0:42:00,9:40:00,9:31:00,10:40:00,Landed 10:14 AM,DG6850,Cebgo,72
5/1/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:41:00,9:40:00,9:39:00,10:40:00,Landed 10:19 AM,DG6850,Cebgo,72
4/30/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:43:00,9:40:00,9:37:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
4/29/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:44:00,9:40:00,9:57:00,10:40:00,Landed 10:41 AM,DG6850,Cebgo,72
4/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7295),0:44:00,9:40:00,9:58:00,10:40:00,Landed 10:42 AM,DG6850,Cebgo,72
4/27/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7295),0:43:00,9:40:00,9:43:00,10:40:00,Landed 10:25 AM,DG6850,Cebgo,72
4/26/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:44:00,9:40:00,10:00:00,10:40:00,Landed 10:43 AM,DG6850,Cebgo,72
4/25/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:46:00,9:40:00,9:22:00,10:40:00,Landed 10:08 AM,DG6850,Cebgo,72
4/24/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:46:00,9:40:00,9:48:00,10:40:00,Landed 10:34 AM,DG6850,Cebgo,72
4/23/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:43:00,9:40:00,9:23:00,10:40:00,Landed 10:05 AM,DG6850,Cebgo,72
4/21/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:41:00,9:40:00,9:30:00,10:40:00,Landed 10:11 AM,DG6850,Cebgo,72
4/20/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:42:00,9:40:00,9:32:00,10:40:00,Landed 10:14 AM,DG6850,Cebgo,72
4/19/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7289),0:46:00,9:40:00,9:25:00,10:40:00,Landed 10:11 AM,DG6850,Cebgo,72
4/18/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:42:00,9:40:00,9:26:00,10:40:00,Landed 10:08 AM,DG6850,Cebgo,72
4/17/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:41:00,9:40:00,9:33:00,10:40:00,Landed 10:15 AM,DG6850,Cebgo,72
4/16/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:40:00,9:40:00,9:26:00,10:40:00,Landed 10:06 AM,DG6850,Cebgo,72
4/15/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7286),0:41:00,9:40:00,10:15:00,10:40:00,Landed 10:56 AM,DG6850,Cebgo,72
4/14/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:46:00,9:40:00,9:34:00,10:40:00,Landed 10:19 AM,DG6850,Cebgo,72
4/13/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:45:00,9:40:00,9:34:00,10:40:00,Landed 10:18 AM,DG6850,Cebgo,72
4/12/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:52:00,9:40:00,11:17:00,10:40:00,Landed 12:09 PM,DG6850,Cebgo,72
4/11/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7295),0:41:00,9:40:00,9:35:00,10:40:00,Landed 10:16 AM,DG6850,Cebgo,72
4/10/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:46:00,9:40:00,9:41:00,10:40:00,Landed 10:26 AM,DG6850,Cebgo,72
4/9/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7280),0:41:00,9:40:00,9:57:00,10:40:00,Landed 10:39 AM,DG6850,Cebgo,72
4/7/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7285),0:45:00,9:40:00,9:49:00,10:40:00,Landed 10:34 AM,DG6850,Cebgo,72
4/6/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7295),0:40:00,9:40:00,9:25:00,10:40:00,Landed 10:04 AM,DG6850,Cebgo,72
4/4/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:44:00,9:40:00,9:38:00,10:40:00,Landed 10:22 AM,DG6850,Cebgo,72
4/3/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:44:00,9:40:00,9:36:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
4/2/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7283),0:43:00,9:40:00,9:37:00,10:40:00,Landed 10:21 AM,DG6850,Cebgo,72
4/1/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7281),0:42:00,9:40:00,9:38:00,10:40:00,Landed 10:20 AM,DG6850,Cebgo,72
3/31/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:42:00,9:40:00,9:32:00,10:40:00,Landed 10:14 AM,DG6850,Cebgo,72
3/29/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:41:00,9:35:00,9:22:00,10:35:00,Landed 10:03 AM,DG6850,Cebgo,72
3/28/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:40:00,9:35:00,9:28:00,10:35:00,Landed 10:09 AM,DG6850,Cebgo,72
3/27/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:42:00,9:35:00,9:51:00,10:35:00,Landed 10:33 AM,DG6850,Cebgo,72
3/25/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:40:00,9:35:00,9:20:00,10:35:00,Landed 10:00 AM,DG6850,Cebgo,72
3/24/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7294),0:42:00,9:35:00,9:23:00,10:35:00,Landed 10:05 AM,DG6850,Cebgo,72
3/23/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7284),0:40:00,9:35:00,9:44:00,10:35:00,Landed 10:24 AM,DG6850,Cebgo,72
3/22/2025 0:00,Del Carmin (IAO),Cebu (CEB),AT76 (RP-C7292),0:45:00,9:35:00,9:42:00,10:35:00,Landed 10:27 AM,DG6850,Cebgo,72
